Geneid	Neg1	Neg2	Neg3	Pos1	Pos2	Pos3
TBC1D31	1027	1186	1197	1038	973	917
HMGB1P19	16	16	8	9	15	11
FAM83A	4	1	0	0	0	1
RP11-539E17.5	1	0	0	0	0	0
RP11-539E17.3	0	0	0	0	0	0
FAM83A-AS1	2	1	2	0	0	3
MIR4663	0	0	0	0	0	0
C8orf76	373	391	365	450	267	357
ZHX1-C8orf76	16	33	23	20	14	26
UBA52P5	12	25	19	25	12	22
ZHX1	388	446	389	696	488	405
RNU6-628P	6	11	2	5	8	6
RP11-468O2.1	2	3	2	2	2	2
ATAD2	1911	1772	1422	2533	1443	1587
RNU6-875P	1	2	1	0	2	0
MIR548D1	2	4	1	4	5	5
DUTP2	20	28	8	15	9	10
IMPDH1P6	1	1	1	1	0	0
WDYHV1	1321	1539	1406	1704	1486	1405
FBXO32	23	14	22	5	10	18
RP11-174I12.2	0	0	0	0	0	0
RN7SKP155	0	0	0	0	0	0
CTD-2552K11.2	0	0	0	0	1	0
KLHL38	0	0	0	0	0	0
ANXA13	0	0	0	0	0	0
FAM91A1	578	355	515	614	416	323
FER1L6	0	1	0	2	2	0
RP11-245A18.1	0	0	0	0	1	0
FER1L6-AS1	0	0	0	0	0	0
RP11-959I15.4	0	0	0	0	0	0
FER1L6-AS2	0	0	0	0	0	0
RP11-959I15.1	0	0	0	0	0	0
ARF1P3	0	0	0	0	0	0
RP11-37N22.1	0	2	0	0	0	0
RNU6-756P	0	0	0	0	0	0
RP11-383J24.1	0	0	0	4	4	1
RP11-383J24.2	0	0	0	0	0	1
TMEM65	81	61	84	80	105	50
TRMT12	309	269	247	290	287	201
RNF139-AS1	209	212	225	266	229	257
RNF139	291	311	330	297	315	263
TATDN1	1799	2150	2014	1902	1351	1474
RP11-158K1.3	29	36	22	29	27	17
NDUFB9	5528	6075	5444	5992	6367	5155
MTSS1	127	78	85	144	74	95
RP11-532M24.1	10	5	6	15	4	7
RP11-1082L8.4	1	2	1	2	0	5
MIR4662B	0	0	0	0	0	0
RP11-1082L8.3	0	0	0	0	0	0
LINC00964	0	0	0	0	0	0
RP11-1082L8.1	0	0	3	0	1	0
RP11-1082L8.2	0	0	0	0	0	0
ZNF572	6	3	3	12	11	4
RP11-6D1.3	1	1	2	0	0	0
SQLE	7126	7753	6744	10916	6477	5677
KIAA0196	1182	1153	1010	1338	969	955
KIAA0196-AS1	1	0	0	3	2	1
NSMCE2	1266	1635	1316	1616	1500	1466
RN7SL329P	21	9	6	4	12	10
RP11-550A5.2	3	5	0	1	4	4
TRIB1	194	166	174	170	220	166
RP11-136O12.2	1	0	0	0	1	0
AC091114.1	1	0	0	0	0	0
RP11-697B24.1	0	0	0	1	0	0
RNU6-442P	0	0	0	0	0	0
LINC00861	24	12	9	6	7	7
SOD1P3	1	9	2	4	1	8
RP11-622O11.4	0	0	0	0	0	0
KNOP1P5	0	0	2	0	0	1
RP11-622O11.5	0	0	0	0	0	0
AC090573.1	0	0	0	0	0	0
RFPL4AP5	0	0	0	0	0	0
RP11-65D17.1	2	4	2	3	2	3
RP11-103H7.1	0	0	0	0	0	0
RP11-103H7.2	0	0	0	0	0	0
RNU6-869P	0	0	0	0	0	0
RP11-103H7.3	0	0	0	0	0	0
FAM84B	285	217	380	78	85	125
RP11-103H7.5	0	0	0	0	0	0
RP11-89K10.1	4	4	2	1	0	0
RP11-89K10.2	0	1	1	0	0	1
RNU11-4P	0	0	0	0	0	0
RP11-351C8.1	0	0	0	0	0	0
PCAT1	6	2	4	11	11	8
PCAT2	4	0	3	0	0	2
RP11-255B23.1	4	6	6	12	6	6
CASC19	2	0	0	0	2	2
CCAT1	2	1	0	1	2	2
CASC8	3	4	1	0	0	0
RP11-382A18.3	0	0	0	0	0	0
CASC21	0	1	0	2	4	2
CCAT2	0	0	0	0	0	0
POU5F1B	14	7	7	5	3	1
AC108925.1	0	0	0	0	0	0
CASC11	3	4	3	4	3	3
MYC	792	713	527	1291	578	643
PVT1	252	309	277	285	335	255
PVT1_1	0	0	0	0	0	0
MIR1204	0	0	0	0	0	0
PVT1_3	0	0	0	0	0	0
TMEM75	1	0	2	0	3	5
MIR1205	0	1	0	0	0	0
RNU1-106P	21	21	13	16	12	16
RP11-55J15.2	0	1	0	0	0	0
RNU4-25P	0	2	0	1	0	0
MIR1207	0	0	0	0	0	0
FKSG59	0	0	0	0	0	0
MIR1208	0	0	0	0	0	0
RN7SKP226	0	0	0	0	0	0
LINC00824	0	0	0	0	0	1
AC068570.1	0	0	0	0	0	0
LINC00976	0	0	0	0	0	0
LINC00977	0	2	0	0	1	1
RP11-1057N3.2	0	0	0	0	0	0
RN7SKP206	0	0	0	1	0	0
CCDC26	0	0	0	0	1	1
RP11-26E5.1	0	0	0	0	0	0
MIR3686	0	0	0	0	0	0
RP11-419K12.1	0	0	0	0	0	0
MTRF1LP2	0	0	0	0	0	2
GSDMC	0	1	0	1	0	0
RP11-473O4.5	1	0	0	1	2	1
FAM49B	2207	1966	2226	2276	1263	1566
RP11-473O4.1	2	2	2	6	2	8
RP11-473O4.4	20	9	6	8	12	7
RP11-473O4.3	1	1	0	0	1	1
RNU7-181P	1	1	1	2	0	0
MIR5194	1	0	0	0	0	0
ASAP1	1394	1310	1182	1819	1510	1473
RNU6-1255P	0	0	2	0	0	0
ASAP1-IT2	64	81	58	62	88	120
KB-1568E2.1	0	0	0	0	0	3
ADCY8	7	2	17	1	3	14
RP11-737F9.2	0	0	0	0	0	0
RP11-737F9.1	0	0	0	0	0	0
RP11-381I15.1	0	0	0	0	0	0
CTD-2501M5.1	154	72	213	12	15	23
CTD-2008O4.1	0	0	0	0	0	0
EFR3A	567	423	505	920	679	636
OC90	0	0	0	0	0	0
RP11-240B13.2	20	6	25	1	2	1
HHLA1	456	151	468	16	9	25
KCNQ3	28	12	13	3	4	11
HPYR1	0	0	0	0	0	0
LRRC6	91	112	82	144	105	98
AF216667.1	0	0	0	0	0	0
TMEM71	2	0	2	0	2	0
PHF20L1	861	690	685	1094	815	685
CTC-137K3.1	1	0	4	2	5	1
AF230666.2	10	15	9	18	20	13
TG	3	6	5	7	18	12
CTD-2182N23.1	0	0	0	0	3	1
SLA	9	8	11	24	48	18
MIR7848	0	0	0	0	0	0
WISP1	14	40	37	58	97	76
WISP1-OT1	0	0	0	0	0	0
NDRG1	50	41	131	93	119	337
CTC-458A3.1	3	6	4	1	0	2
CTC-369M3.1	0	0	0	0	0	0
ST13P6	9	16	7	6	5	9
ST3GAL1	2968	3756	1920	3560	5004	2758
RP11-629O1.2	12	15	7	17	12	6
MTND2P7	0	0	1	0	0	0
CTD-2309H9.2	0	0	0	0	0	0
CTD-2588J1.1	0	0	0	0	0	0
CTD-2309H9.3	0	0	0	0	0	0
CTD-2309H9.4	0	0	0	0	0	0
RP11-157E21.1	3	4	4	1	1	1
RP11-157E21.3	0	0	0	0	0	0
RP11-157E21.2	0	0	0	0	0	0
RP11-513H8.1	0	0	0	0	0	0
ZFAT	36	35	25	45	33	30
ZFAT-AS1_1	0	0	0	0	0	0
ZFAT-AS1	0	0	0	0	0	0
ZFAT-AS1_2	0	0	0	0	0	0
ZFAT-AS1_3	0	0	0	0	0	0
CTD-2342N23.2	0	0	0	0	0	0
CTD-2342N23.3	0	0	0	0	0	0
CTD-2342N23.1	1	0	0	0	0	0
AC083843.4	2	2	3	2	5	4
AC083843.1	29	38	32	39	47	44
MIR30B	0	0	0	0	0	0
MIR30D	0	0	0	0	0	0
AC083843.2	3	3	6	0	2	0
NCRNA00250	3	2	1	1	1	0
RP11-1057B8.2	0	0	0	0	0	0
RPL23AP56	0	0	1	0	0	0
LINC01591	0	1	1	0	0	0
AC022681.1	0	0	0	0	0	0
RP11-343P9.1	0	0	0	0	0	1
KHDRBS3	426	283	398	284	222	294
MAPRE1P1	10	9	3	6	3	14
RNU1-35P	0	0	0	0	0	0
RP11-149P24.1	0	0	0	0	0	1
RP11-431D12.1	0	0	0	0	0	0
RP11-30J20.1	64	60	62	39	38	70
RNU6-144P	0	0	0	0	0	0
ZYXP1	0	0	0	0	0	0
CTD-3145H4.1	1	2	3	1	0	0
RP11-238K6.1	6	23	11	12	4	7
RP11-238K6.2	0	0	0	0	0	0
RP11-489O18.1	3	0	0	0	0	1
FAM135B	12	4	5	2	5	2
COL22A1	31	39	26	37	18	19
MIR7641-1	0	0	0	0	0	0
RP11-324F11.1	0	0	0	0	0	0
CTD-2534J5.1	0	0	0	0	0	0
RP11-398H6.1	0	0	0	0	1	0
RP11-656A10.1	0	0	0	0	0	0
KCNK9	2	2	1	0	2	3
TRAPPC9	72	55	51	73	55	70
RP11-284H18.1	0	0	1	0	0	0
C8orf17	2	0	1	1	0	2
RP11-570L14.1	0	1	0	0	0	0
RP11-570L14.2	8	2	7	4	9	10
CTA-204B4.2	23	26	19	18	22	19
CHRAC1	1806	1848	1807	2150	1578	1483
AGO2	3173	2765	2517	2670	2619	2000
RP11-642A1.2	1	1	6	5	2	2
RP11-642A1.1	2	1	2	1	1	0
ERICD	4	1	3	1	1	3
PTK2	3048	3054	2851	3462	3354	3298
MIR151A	0	0	0	0	0	0
CTD-2014D20.1	9	18	18	16	17	29
AC105009.1	1	0	0	0	0	0
RNA5SP278	1	2	0	2	2	3
RP11-128L5.1	0	0	0	0	1	0
DENND3	16	14	16	17	22	31
RP11-809O17.1	5	8	8	13	5	13
SLC45A4	44	48	34	52	48	33
RP11-10J21.2	2	0	6	2	5	7
RP11-10J21.4	1	0	0	1	2	2
RP11-10J21.3	0	0	0	0	0	0
RP11-10J21.5	0	0	0	0	0	0
RP11-10J21.6	0	0	0	0	0	0
LINC01300	0	0	0	0	0	0
CTD-3064M3.3	0	0	0	0	0	0
GPR20	0	0	0	1	0	3
CTD-3064M3.4	0	0	0	0	0	0
PTP4A3	6	1	9	18	22	6
MROH5	0	0	0	0	0	0
CTD-3064M3.7	0	0	0	0	0	0
HNRNPA1P38	0	0	0	0	1	0
AC138647.1	0	0	0	0	0	0
AC104417.1	0	0	0	0	0	0
RP11-953B20.2	5	11	4	4	1	8
RP11-953B20.1	0	0	0	0	0	0
MIR4472-1	0	0	0	0	0	0
LINC00051	0	0	0	0	0	0
TSNARE1	12	12	14	13	14	4
RN7SL260P	0	0	0	0	0	0
RP13-467H17.1	0	0	0	0	1	1
ADGRB1	9	6	8	12	6	5
MROH4P	0	0	0	0	0	0
ARC	2	1	4	1	0	2
AP006547.3	0	0	0	0	0	0
AC145123.2	0	0	0	0	0	0
JRK	274	279	204	276	332	217
PSCA	0	3	1	5	1	2
LY6K	3	4	7	21	11	13
CTD-2292P10.4	3	5	2	3	2	3
THEM6	18	17	12	29	31	20
CTD-2292P10.2	0	0	0	0	0	0
SLURP1	0	0	0	0	0	0
LYPD2	1	2	0	1	1	0
RP11-706C16.7	0	0	0	0	0	0
LYNX1	19	21	14	26	20	22
LY6D	0	0	0	0	0	0
RP11-706C16.8	0	0	0	0	0	0
RP11-706C16.5	0	0	0	0	0	0
GML	0	0	0	0	0	0
ZNHIT1P1	0	0	0	0	0	0
CYP11B1	0	0	0	0	0	0
CYP11B2	0	0	0	0	0	0
RP11-273G15.2	1	8	8	2	9	1
CDC42P3	0	0	0	2	0	0
LY6E	469	583	531	538	481	627
C8orf31	25	66	43	57	70	35
AK3P2	0	0	0	0	0	0
RP11-520P18.1	0	0	0	0	0	0
RP11-520P18.5	0	0	0	0	0	0
LY6H	0	0	0	0	0	0
GPIHBP1	0	0	0	0	0	0
ZFP41	26	25	22	27	14	22
RP13-582O9.6	0	0	0	0	0	0
GLI4	18	13	13	8	11	7
LINC01604	63	77	77	73	108	57
ZNF696	22	25	15	25	18	17
RP13-582O9.7	0	0	0	0	0	0
TOP1MT	411	438	358	482	340	336
AC087793.1	0	1	0	1	0	0
RNU6-220P	0	0	0	0	0	0
RHPN1-AS1	18	19	23	28	27	16
RHPN1	4	0	4	0	3	0
RP11-909N17.2	2	1	3	3	1	1
MAFA-AS1	1	1	7	3	3	1
MAFA	8	2	1	0	0	0
ZC3H3	44	33	38	40	24	31
RP11-661A12.5	0	0	0	0	0	0
RN7SKP175	0	0	0	0	0	0
RP11-661A12.4	0	0	0	0	0	0
GSDMD	6	1	3	5	3	5
MROH6	0	0	0	0	0	0
RP11-661A12.9	0	0	0	0	0	0
NAPRT	6	3	3	7	6	5
RP11-661A12.8	0	0	0	0	0	0
RP11-661A12.7	0	0	0	0	0	0
EEF1D	387	456	375	599	433	457
TIGD5	0	0	0	0	0	0
PYCRL	11	7	8	8	6	9
TSTA3	506	402	334	509	654	285
RP11-661A12.12	1	0	4	2	3	1
ZNF623	2	8	3	6	1	5
ZNF707	0	2	2	1	1	0
RP11-429J17.2	0	0	0	0	0	0
CCDC166	0	0	0	0	0	0
RP11-429J17.4	0	0	0	0	0	0
MAPK15	0	0	1	1	0	0
RP11-429J17.5	0	0	0	0	0	0
FAM83H	0	0	1	0	0	0
MIR4664	0	0	0	0	0	0
FAM83H-AS1	0	0	0	0	0	0
RP11-429J17.7	0	0	0	0	0	0
RP11-429J17.8	0	0	0	0	0	0
SCRIB	3	4	8	3	7	1
MIR937	0	0	0	0	0	0
PUF60	1151	997	856	1294	1263	843
RP11-299M14.2	0	0	0	0	0	0
NRBP2	17	16	12	16	21	13
MIR6845	0	0	0	0	0	0
AC234917.1	0	0	0	0	0	0
EPPK1	264	153	415	15	28	55
PLEC	86	95	83	126	124	106
MIR661	0	0	0	0	0	0
PARP10	1	1	1	0	2	1
GRINA	232	213	143	339	318	216
SPATC1	0	0	0	0	0	0
CTD-3065J16.6	1	0	0	0	0	0
OPLAH	4	6	8	11	10	7
MIR6846	0	0	0	0	0	0
CTD-3065J16.9	22	18	24	33	24	24
EXOSC4	462	502	403	692	510	385
MIR6847	0	0	0	0	0	0
GPAA1	893	644	605	1150	898	706
CYC1	1159	1274	1089	1622	1388	1049
SHARPIN	157	172	175	222	239	151
MAF1	110	130	104	144	152	139
KIAA1875	0	1	0	1	1	0
HGH1	89	61	57	98	119	55
TSSK5P	0	0	1	0	0	0
MROH1	111	108	111	118	149	89
AC104592.1	0	0	0	0	0	0
BOP1	268	282	216	327	298	214
MIR7112	0	0	0	0	0	0
SCX	1	0	3	1	2	1
HSF1	74	71	58	98	52	58
DGAT1	50	51	44	64	77	59
GS1-393G12.12	0	0	0	0	0	0
MIR6848	0	0	0	0	0	0
SCRT1	0	0	0	0	0	0
TMEM249	0	1	3	0	0	0
GS1-393G12.13	0	0	0	0	0	0
SLC52A2	122	81	94	136	110	85
FBXL6	35	26	23	27	37	18
ADCK5	49	55	48	86	65	55
CPSF1	495	650	413	767	784	610
MIR939	0	0	0	0	0	0
MIR1234	0	0	0	0	0	0
MIR6849	0	0	0	0	0	0
GS1-393G12.14	0	0	1	1	0	0
SLC39A4	65	76	70	93	113	79
VPS28	1222	1431	1085	1883	2271	1579
TONSL	75	69	55	79	68	57
MIR6893	0	0	0	0	0	0
TONSL-AS1	0	1	0	1	1	0
CYHR1	89	88	105	105	101	82
CTD-2517M22.16	0	0	0	0	0	0
KIFC2	2	1	0	1	1	0
FOXH1	188	50	106	57	22	51
PPP1R16A	47	27	37	33	11	39
CTD-2517M22.14	0	1	0	1	0	1
GPT	0	1	2	1	0	1
MFSD3	48	43	60	35	38	41
RECQL4	107	72	73	88	97	58
CTD-2517M22.17	0	0	0	0	0	0
LRRC14	222	245	204	253	252	167
LRRC24	0	0	0	0	0	0
C8orf82	10	14	17	26	9	27
ARHGAP39	14	15	4	11	10	11
AC084125.1	0	0	0	0	0	0
CTD-2517M22.9	1	0	0	0	2	0
AF186192.1	0	0	0	0	0	0
AF186192.5	0	0	0	0	0	0
AF186192.6	0	0	0	0	0	0
ZNF251	11	10	8	9	5	2
ZNF34	170	153	198	193	238	197
RN7SL395P	0	0	0	0	0	0
RPL8	20204	26194	20152	24183	27347	21564
MIR6850	0	0	0	0	0	0
ZNF517	58	59	51	51	82	45
ZNF7	896	972	840	990	946	812
COMMD5	600	641	481	812	691	478
AF235103.1	0	0	0	0	0	0
ZNF250	547	707	542	634	907	650
ZNF16	415	380	347	446	472	390
ZNF252P	931	723	610	818	775	658
RP5-1047A19.4	0	1	0	0	0	0
TMED10P1	0	0	0	0	0	0
ZNF252P-AS1	5	1	1	6	1	2
RP5-1047A19.6	0	0	0	0	0	0
AC139103.1	0	0	0	0	1	0
C8orf33	1865	2096	1647	2211	1899	1957
DDX11L5	0	0	0	0	0	0
WASH1	11	16	14	19	31	17
AL928970.1	0	0	0	0	0	0
XXyac-YRM2039.3	3	0	1	1	0	0
MIR1302-9	0	0	0	0	0	0
FAM138C	0	0	0	0	0	0
PGM5P3-AS1	0	0	0	0	0	0
RP11-143M1.3	0	0	0	0	0	0
LINC01388	0	0	0	0	0	0
FOXD4	0	0	0	0	0	0
CBWD1	897	862	972	1058	838	722
C9orf66	0	0	1	0	1	2
DOCK8	11	8	17	24	32	25
RP11-59O6.3	0	0	0	0	0	0
RP11-165F24.3	3	2	1	3	4	4
KANK1	652	634	482	704	879	500
RP11-165F24.2	5	3	3	2	4	6
RP11-165F24.5	0	0	0	0	2	1
RP11-31F19.1	0	1	0	0	0	1
RNU6-1327P	0	2	0	0	0	1
EIF1P1	0	8	0	3	1	0
RP11-130C19.3	7	3	4	0	4	3
DMRT1	56	22	34	10	6	8
DMRT3	1	1	1	0	0	2
RNU6-1073P	0	0	0	0	0	0
RP11-147I11.1	0	0	0	0	0	0
LINC01230	0	1	0	1	0	0
DMRT2	0	1	0	0	0	0
RP11-341G2.3	0	0	0	0	0	0
RPS27AP14	0	0	0	0	0	0
RP11-459D20.1	0	0	0	1	0	0
RNA5SP279	0	0	0	0	0	0
RP11-443B9.1	0	0	0	0	0	0
SMARCA2	138	132	122	146	118	91
RP11-264I13.2	4	5	3	4	3	3
RNU2-25P	0	0	0	0	0	0
RN7SL592P	1	0	0	0	0	0
VLDLR-AS1	13	15	30	12	4	10
RP11-91N2.3	0	0	0	0	0	0
VLDLR	225	159	228	154	177	181
KCNV2	6	5	3	2	2	4
KIAA0020	7251	8414	6359	9459	6693	6211
GPS2P1	17	17	6	18	15	7
ATP5HP2	3	4	6	2	0	5
CARM1P1	0	0	0	1	0	1
AL589675.1	0	0	0	0	0	0
LINC01231	0	0	0	0	0	0
RFX3	558	519	480	614	610	664
RP11-62E14.2	0	0	2	1	2	1
AL365202.1	16	14	5	11	13	13
RFX3-AS1	4	6	7	7	3	2
RP11-509J21.2	1	0	0	0	0	0
RP11-509J21.4	0	0	0	0	0	0
GLIS3	36	31	18	13	31	27
RP11-252M18.3	0	0	0	0	0	0
GLIS3-AS1	6	24	17	4	4	3
RP11-70J12.1	2	0	1	0	0	0
RP11-358M14.2	0	2	0	2	0	0
AL162419.1	0	0	0	0	0	0
RNU6-694P	0	0	0	0	0	0
SLC1A1	17	10	14	35	28	48
SPATA6L	9	10	5	4	7	4
RP11-6J24.3	0	1	1	0	0	1
PPAPDC2	46	34	66	39	32	26
CDC37L1-AS1	25	37	34	27	23	37
CDC37L1	784	627	696	704	382	419
AK3	710	530	688	602	466	419
AL136231.1	0	0	0	0	0	0
ECM1P1	0	0	0	0	0	0
RP11-307I14.2	15	42	20	24	11	34
RCL1	1213	1107	882	1442	1137	717
KLF4P1	3	0	3	3	0	1
MIR101-2	0	0	0	0	0	0
RP11-125K10.5	0	0	0	0	0	0
HNRNPA1P41	11	22	9	6	10	21
AL158147.1	0	0	0	0	0	0
JAK2	108	77	85	99	53	77
CSNK1G2P1	0	0	0	0	0	0
PDSS1P1	0	0	0	0	0	0
MTND6P5	0	0	0	1	0	0
MTND1P11	2	1	1	1	3	2
RP11-39K24.4	3	3	2	1	2	2
RP11-39K24.14	1	2	1	1	2	3
RP11-39K24.12	0	1	3	0	6	0
RP11-39K24.13	0	4	0	1	0	2
MTND4P14	1	2	0	1	0	4
MTND5P14	0	0	0	0	0	0
TCF3P1	0	0	0	0	0	0
IGHEP2	13	7	7	7	31	12
INSL6	10	4	10	8	8	4
RP11-140C18.2	0	0	0	0	0	0
INSL4	1	2	0	0	0	0
RLN2	75	56	104	19	14	12
HMGN2P31	0	4	2	1	1	1
RLN1	15	10	15	6	4	6
RP11-12D24.10	0	0	0	0	0	0
RP11-12D24.6	0	0	1	1	0	0
PLGRKT	781	809	810	729	569	674
RNF152P1	0	0	0	0	1	0
CD274	6	2	8	4	1	0
PDCD1LG2	0	0	0	1	1	6
RP11-574F11.3	0	0	0	0	1	0
RIC1	276	251	255	311	331	252
RP11-207C16.4	0	0	0	0	0	0
ERMP1	177	119	162	98	115	109
AK4P4	1	0	1	1	0	0
KIAA2026	459	454	369	417	393	461
MLANA	3	1	6	1	4	7
MIR4665	0	0	0	0	0	0
RANBP6	1022	955	877	1224	1197	898
RP11-218I7.2	11	3	6	0	0	0
GTF3AP1	0	1	0	0	0	0
IL33	0	3	0	26	15	7
RP11-279E1.1	0	0	0	0	0	0
RP11-307L3.2	13	19	12	17	21	23
TPD52L3	0	0	0	0	0	0
UHRF2	699	631	593	678	624	537
RP11-307L3.4	0	0	1	0	0	1
GLDC	258	245	228	100	143	100
RN7SL25P	1	0	0	1	0	0
RP11-472F14.4	1	2	4	0	1	4
RPL23AP57	11	35	17	16	9	28
RP11-390F4.6	25	17	33	8	4	8
RN7SL123P	0	1	0	0	0	0
RPS3AP54	6	6	9	2	3	2
RNF2P1	13	7	6	4	2	8
RP11-390F4.2	7	19	5	12	3	17
RP11-390F4.10	3	5	0	3	1	0
RP11-390F4.3	41	42	25	44	51	46
RP11-146B14.1	0	0	0	0	0	0
SLMO2P11	1	0	1	1	0	1
SNRPEP2	6	16	9	18	2	10
KDM4C	83	102	162	86	92	128
ACTG1P14	28	33	21	36	22	32
RP11-403H13.1	0	0	1	0	0	0
RPL4P5	0	0	1	0	0	0
PPIAP33	1	7	3	5	3	1
AL591509.1	0	0	0	0	0	0
RP11-77E14.2	4	3	4	3	4	3
TMEM261	973	1072	955	1401	1336	1120
RP11-29B9.1	0	0	0	0	0	0
RP11-29B9.2	1	0	1	0	0	0
PTPRD	950	1357	1125	2624	2336	1571
RP11-134K1.3	10	8	6	8	3	2
RP11-134K1.2	17	11	12	18	11	5
RNU7-185P	2	0	0	1	0	1
PTPRD-AS1	141	278	181	337	338	296
RP11-75C9.2	0	0	0	0	0	0
RPS26P3	11	46	21	16	2	28
AL353733.1	0	0	0	0	0	0
RN7SL5P	0	0	0	0	0	0
RP11-527D15.1	0	0	0	0	0	0
RP11-87N24.1	0	0	0	0	0	0
PTPRD-AS2	0	0	0	0	0	0
RP11-87N24.3	0	4	2	4	0	5
RP11-421B23.2	0	0	0	0	0	0
IMP3P1	0	0	0	0	0	0
RP11-109M17.2	0	0	0	0	0	0
AKAP8P1	0	0	0	0	0	0
RP11-23D5.1	0	0	0	0	0	0
RP11-32D4.1	1	0	0	1	1	0
RP11-74C3.1	0	0	0	0	0	0
JKAMPP1	2	1	0	2	0	0
RNU2-47P	0	0	0	0	0	0
TYRP1	15	8	29	30	35	39
LURAP1L-AS1	11	1	11	2	1	1
RN7SL849P	1	0	0	0	0	0
LURAP1L	2	8	25	11	21	19
PRDX1P1	96	113	131	63	28	96
RP11-382H24.2	2	1	1	0	0	0
MPDZ	1302	1177	1102	1577	1523	1064
RP11-272P10.2	25	21	11	19	25	36
RP11-272P10.3	0	0	0	0	0	0
LINC01235	0	0	0	0	0	0
RP11-536O18.1	0	0	0	0	0	0
LINC00583	0	0	0	0	0	0
PES1P2	1	0	0	1	0	2
RP11-284P20.3	0	0	0	0	0	0
RPL3P11	1	0	0	3	5	5
ATP5HP3	0	0	0	0	0	0
NFIB	266	323	280	352	291	366
RP11-280O24.3	2	1	1	4	1	3
RP11-120J1.1	0	0	0	0	0	0
RP11-408A13.2	0	1	0	0	0	0
RP11-408A13.3	1	2	1	2	2	1
RP11-408A13.4	8	0	5	8	5	4
CDCA4P1	0	0	0	0	0	0
ZDHHC21	98	46	112	197	118	91
CER1	1330	501	733	565	392	1235
FREM1	417	574	375	818	870	802
RNU6-1260P	0	0	0	0	0	0
LDHAP4	319	461	438	391	613	578
CLCN3P1	24	22	7	26	20	19
RP11-54D18.2	9	6	9	7	5	6
RP11-54D18.4	4	11	6	6	7	6
RNU6-559P	0	0	0	0	0	0
TTC39B	2323	1856	1649	2608	1915	1860
RPL7P33	5	7	9	3	2	5
SNAPC3	1353	1285	1526	1728	1041	1347
RNU6-319P	9	17	8	7	5	11
PSIP1	3050	2186	4109	3063	2071	2001
RP11-518K17.4	0	0	0	1	0	0
RN7SL98P	0	0	0	0	0	0
FTH1P12	6	14	3	5	1	10
RNU6-246P	0	0	0	0	0	0
CCDC171	221	223	214	292	231	243
HMGN2P16	0	0	0	0	0	0
RNU6-14P	0	0	0	0	0	1
C9orf92	0	0	0	0	1	0
BNC2	138	256	290	372	817	515
RP11-183I6.2	0	1	1	0	0	1
RP11-62F24.1	0	0	0	0	0	0
RP11-62F24.2	3	6	8	2	3	2
LSM1P1	1	1	0	0	2	2
RP11-132E11.2	0	0	1	0	0	0
RN7SL720P	0	0	0	0	0	0
RP11-132E11.3	0	0	0	0	0	0
RP11-132E11.4	0	0	0	0	0	0
CNTLN	552	486	443	596	467	473
SAMM50P1	1	9	4	9	8	13
SH3GL2	10	6	13	1	2	2
PABPC1P11	0	1	0	2	1	0
RP11-570H19.2	1	0	0	0	0	0
ADAMTSL1	24	20	9	200	146	82
MIR3152	0	0	0	0	0	0
RN7SKP258	0	0	0	2	1	1
RAP1BP1	1	0	1	2	1	0
SAXO1	1	3	5	2	5	6
RP11-296P7.4	11	26	9	10	8	7
RRAGA	524	726	683	842	725	759
HAUS6	2560	2803	2417	3273	2301	2039
SCARNA8	2	4	0	4	4	2
RNU6-264P	0	0	0	0	0	0
PLIN2	7290	10305	7734	11817	14075	11930
RP11-146N23.1	73	111	51	113	86	114
DENND4C	1106	1475	1217	2176	2391	1783
RP11-146N23.4	17	13	9	19	12	13
RP11-513M16.7	18	11	18	28	16	9
RP11-513M16.8	39	45	32	70	63	62
RPS6	59844	84594	64761	77338	67937	68343
NDUFA5P3	0	3	1	1	2	1
ACER2	24	26	15	17	25	11
RP11-363E7.4	1508	1439	1335	2093	1903	1438
MAP1LC3BP1	0	0	0	0	0	1
SLC24A2	63	67	36	345	127	79
C11orf98P1	1	1	0	4	1	1
AL158077.1	0	0	0	0	0	0
RP11-471J7.1	0	1	1	0	2	0
RP11-378I6.1	17	44	33	85	46	63
RP11-378I6.2	3	2	0	2	1	1
RP11-378I6.3	1	2	0	1	0	0
AL512635.1	0	0	0	0	1	0
RP11-15P13.1	1	0	1	6	1	3
MLLT3	3284	4299	3490	8602	6508	5745
MIR4473	4	1	0	4	2	1
RNU4-26P	0	1	0	1	0	0
MIR4474	0	0	1	0	1	0
RP11-73E6.2	8	12	5	11	18	18
AL163193.1	0	0	1	0	1	1
FOCAD	1556	2064	1387	2415	2466	1973
FOCAD-AS1	4	9	2	7	1	0
MIR491	0	1	0	1	0	0
SNORA30	1	0	0	0	0	1
HACD4	131	105	149	138	138	175
IFNNP1	0	0	0	0	0	0
IFNB1	0	0	0	0	0	0
IFNWP4	0	0	0	0	0	0
RP11-113D19.9	0	0	0	0	0	0
IFNW1	1	0	0	1	1	1
IFNA21	0	0	0	0	0	0
IFNWP15	0	0	0	0	0	0
IFNA4	0	0	0	0	0	0
IFNWP9	0	0	0	0	0	0
IFNA7	0	0	0	0	0	0
IFNA10	0	0	0	0	0	0
IFNA17	0	0	0	0	0	0
IFNWP18	0	0	0	0	0	0
IFNA16	0	0	0	0	0	0
IFNWP5	1	0	0	0	0	0
IFNA14	0	0	0	0	0	0
IFNA22P	0	0	0	0	0	0
IFNA5	0	0	0	0	0	0
