Geneid	IWPHE1	IWPHE2	IWPHE3	57HED	60HED	67HED	57HER	60HER	67HER	57HPCD	60HPCD	67HPCD	57HPCR	60HPCR	67HPCR
RP11-383H17.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IPO5	7793	6904	6364	5030	6602	5948	5647	7102	6675	3409	4670	3955	3760	4330	4055
FTLP8	3	1	1	1	6	1	3	1	3	4	0	2	1	5	2
FARP1	1034	907	813	798	999	731	887	943	876	188	174	109	176	129	122
RNF113B	4	4	4	2	0	5	0	7	1	1	0	0	1	0	0
RN7SKP8	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0
MIR3170	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
RP11-573N10.1	59	38	60	51	40	48	21	37	31	10	5	5	12	5	3
RP11-261P24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FARP1-AS1	2	2	4	2	0	2	3	2	3	0	1	0	0	0	0
STK24	266	234	217	233	275	202	260	278	212	233	248	259	316	383	345
RP11-295B17.6	14	15	8	7	29	19	7	17	23	11	9	25	13	15	15
STK24-AS1	2	1	2	0	3	0	0	1	0	6	1	1	1	3	4
NUS1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYCSP35	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
CALM2P4	2	3	3	1	0	0	1	2	1	0	1	1	0	0	1
RN7SL60P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC15A1	38	32	29	27	38	16	36	29	19	13	0	4	2	0	0
DOCK9	879	872	829	655	977	782	841	1012	968	54	40	32	88	43	14
DOCK9-AS1	0	1	1	3	1	5	1	1	1	0	0	0	0	0	0
RP11-155N3.4	1	1	1	1	1	0	0	4	0	0	0	0	1	0	0
RPL7L1P12	10	9	15	5	10	10	15	11	9	1	0	0	5	3	0
RNU6-83P	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
DOCK9-AS2	1	2	3	0	1	1	5	2	1	0	0	0	0	0	0
RPS6P23	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GAPDHP22	1	1	2	0	0	0	3	0	1	0	0	0	1	1	6
UBAC2-AS1	87	69	74	66	91	72	58	87	82	41	86	83	82	94	93
UBAC2	2314	1921	1873	1479	1748	1546	1734	2226	1870	945	1668	1289	1463	2116	1636
RN7SKP9	3	1	1	1	1	0	0	4	1	3	0	1	0	2	1
H2AFZP3	78	69	42	80	87	57	60	61	48	59	87	85	89	76	88
GPR18	140	129	116	69	87	53	111	92	81	114	138	100	152	194	124
GPR183	123	108	95	98	101	56	80	57	117	1751	2329	1571	2332	2401	2102
MIR623	0	1	0	0	0	0	0	0	0	2	1	0	2	1	1
HMGB3P4	3	5	2	3	0	1	1	4	5	8	2	1	3	2	3
CCR12P	0	0	0	3	0	0	1	0	1	2	0	0	0	1	0
AL583784.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01232	31	16	13	16	19	14	7	8	10	6	6	7	3	20	4
RP11-214F16.8	10	7	8	7	6	6	7	6	3	2	2	7	3	2	2
LINC00449	0	3	2	6	6	4	6	6	4	3	3	0	2	4	5
TM9SF2	9546	8617	7990	6168	8256	6614	6395	8280	7394	5766	8993	5796	8626	9400	6961
LINC01039	0	0	0	0	1	0	0	2	4	0	0	0	0	0	0
CFL1P8	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
CLYBL	178	135	160	172	82	112	158	124	119	97	124	94	163	110	145
MIR4306	3	1	1	1	0	0	3	1	0	1	1	1	1	0	0
CLYBL-AS2	3	2	2	0	0	2	2	2	1	3	1	0	1	0	3
CLYBL-AS1	2	1	1	0	0	0	1	0	0	1	0	1	0	1	0
ZIC5	5	5	3	0	0	0	0	0	0	0	0	0	0	0	0
ZIC2	15	19	18	1	0	0	1	0	0	0	0	0	0	0	0
LINC00554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFA12P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASNSP3	3	2	0	7	8	6	14	6	7	1	2	1	0	2	3
RP11-12G12.7	178	150	157	160	169	124	187	150	142	33	88	74	44	74	83
PCCA	1128	1070	990	578	680	443	680	657	602	249	380	282	328	491	325
RPL15P18	22	7	12	7	13	9	13	11	12	7	13	4	6	7	12
RP11-340C20.3	2	1	0	1	0	3	0	0	0	1	0	1	1	1	0
PCCA-AS1	17	21	13	10	21	20	20	20	25	6	9	4	2	12	8
GGACT	35	27	27	10	19	12	14	34	16	11	11	8	5	15	10
RP11-151A6.4	9	7	14	4	5	3	3	5	11	14	11	6	8	7	7
RP11-151A6.6	1	3	6	3	3	0	1	7	4	5	9	3	5	4	3
RPS26P47	2	1	3	0	1	1	1	0	0	0	2	0	0	2	0
TMTC4	1183	1107	1018	908	1155	878	969	1007	1027	289	338	284	335	360	328
COX5BP6	59	48	49	92	82	82	85	75	68	29	48	52	44	48	67
NALCN-AS1	1	3	0	0	3	2	2	0	2	0	3	1	1	1	0
ARF4P3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC00411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NALCN	3	2	0	1	0	0	3	2	3	0	0	0	1	1	1
ITGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14	0	1	0	8	1	1	0	0	1	4	0	0	2	2	0
RP11-397O8.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU1-24P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HMGB3P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR2681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LIPT1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNY1P2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL39P29	3	0	1	1	0	0	0	0	0	0	1	1	0	0	2
FGF14-IT1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
RP11-347N5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-AS1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14-AS2	57	56	35	44	83	44	60	70	52	2	11	15	16	15	13
LINC00555	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RP11-29B2.6	2	3	1	5	2	1	2	2	4	2	4	2	7	9	6
TPP2	4139	3505	3330	1608	2644	2037	1805	2663	2362	1768	2175	1745	2083	2232	1831
METTL21C	0	0	0	0	3	2	1	9	0	0	0	0	0	1	1
CCDC168	6	3	7	14	27	8	13	15	22	45	26	23	26	25	25
LINC00283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TEX30	584	488	471	743	750	517	766	681	635	1184	1763	1460	1903	2007	2051
KDELC1	372	320	325	247	219	199	215	223	253	52	110	100	84	163	104
BIVM	261	212	225	181	219	166	225	184	149	223	242	193	222	276	224
BIVM-ERCC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ERCC5	394	371	353	188	246	212	166	226	220	282	443	340	396	474	408
METTL21EP	1	1	1	4	1	0	1	0	1	1	1	0	0	4	1
RP11-255P5.2	0	0	0	0	2	0	0	0	2	1	0	0	1	1	1
RP11-255P5.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC10A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1G1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL7P45	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DAOA-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAOA-AS1_1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DAOA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-252M24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL603632.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00460	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0
RPL35P9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
EFNB2	4389	3972	3653	6483	8123	6425	9701	7799	8768	404	222	194	600	259	223
RP11-272L14.2	21	24	16	70	98	91	93	91	94	0	0	1	2	1	1
ARGLU1	7759	6868	6309	12683	14091	11286	22900	14074	15754	2176	2984	2825	4238	3224	3618
AL442127.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00551	20	24	24	130	140	119	197	90	235	4	5	2	9	2	8
LINC00443	2	2	1	0	1	3	0	0	0	0	0	0	1	0	2
ATP5G1P5	2	1	2	0	2	4	0	0	2	0	0	0	0	1	0
RP11-282A11.3	2	1	1	5	8	7	19	12	7	1	1	0	0	0	2
PPIAP24	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0
RP11-282A11.4	2	0	5	15	20	6	25	22	20	0	1	0	0	0	0
RP11-282A11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL354741.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL445204.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM155A	55	55	56	128	167	135	164	154	184	24	2	2	10	6	1
SNORD31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-381O6.1	1	5	3	8	14	7	9	6	8	2	0	0	0	0	0
MIR1267	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
AL138710.1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM155A-IT1	3	6	6	12	18	16	8	20	20	7	0	0	1	1	2
RP11-346C4.3	3	4	1	1	11	2	2	0	2	1	0	0	2	3	1
LIG4	423	315	325	195	292	233	224	209	197	499	629	459	706	593	637
ABHD13	683	560	568	323	370	330	399	387	353	289	430	303	447	525	408
TNFSF13B	18	19	16	17	33	17	27	14	27	124	322	115	144	203	180
RP11-153I24.4	2	5	2	1	0	2	2	3	0	1	0	1	5	1	0
RNA5SP39	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
HCFC2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO16	4	4	2	3	8	8	7	1	4	0	2	0	0	2	0
MYO16-AS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYO16-AS1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
RP11-54H7.4	8	5	3	3	0	1	0	0	0	0	1	0	3	0	0
LINC00370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00399	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
LINC00676	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0
IRS2	60	49	60	116	134	84	101	91	110	245	254	166	331	214	234
RP11-40E6.1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-40E6.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
RN7SKP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403A3.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-403A3.3	1	0	0	0	0	1	0	1	1	0	0	1	1	2	0
RP11-403A3.2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC00396	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RN7SL783P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-472K17.3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
COL4A1	3539	3143	2995	3617	3228	2262	2808	2754	2367	1163	277	157	1187	280	118
RP11-212E4.1	3	3	2	4	9	9	10	5	5	3	0	0	1	0	0
COL4A2	1177	1085	1033	1061	971	681	759	869	734	179	47	28	182	66	23
MIR8073	1	0	0	2	3	1	0	1	0	0	0	0	0	0	0
RP11-291I6.2	3	5	2	4	5	0	4	2	1	0	0	0	1	0	0
COL4A2-AS2	3	5	0	6	0	2	0	1	3	0	0	0	0	1	0
COL4A2-AS1	1	1	2	2	1	0	0	0	1	0	0	0	0	0	1
RAB20	11	18	18	14	12	6	7	13	8	59	91	42	90	90	42
RP11-90L1.8	0	0	1	1	0	2	1	0	1	0	3	1	2	0	0
CARKD	512	481	435	184	262	237	218	311	234	147	236	171	223	275	183
CARS2	195	167	164	176	177	100	179	180	148	128	170	120	141	164	163
ING1	261	203	199	253	272	200	229	236	209	143	226	199	216	216	229
RPL21P107	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
LINC00567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
LINC00346	6	4	2	7	13	1	5	3	0	21	6	10	11	11	4
ANKRD10	8744	7694	7199	7489	8467	7200	9116	8641	8910	5149	5295	4801	6889	6004	5889
ANKRD10-IT1	115	91	82	110	103	89	112	111	122	86	79	59	83	85	73
RP11-365P13.5	1	1	4	0	1	0	2	0	1	2	1	2	4	2	1
PARP1P1	6	2	3	2	0	0	2	0	2	2	1	0	0	0	2
RP11-365P13.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00431	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0
ARHGEF7	3477	3129	2954	1108	1976	1552	1347	2088	1831	499	699	586	797	829	758
ARHGEF7-IT1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
ARHGEF7-AS1	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
RP11-17E4.1	2	1	0	0	0	0	0	1	0	0	0	0	1	0	0
TEX29	4	4	5	4	10	2	7	13	6	2	4	3	0	3	2
RP11-65D24.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-65D24.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00354	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
SNORD44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SOX1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-450H6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPACA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TUBGCP3	266	230	228	127	173	161	194	214	172	285	327	321	331	365	305
RP11-88E10.4	25	38	18	32	34	32	34	31	27	14	6	12	5	6	7
ATP11AUN	1	1	4	0	0	0	0	1	1	0	1	1	1	2	0
RP11-88E10.5	59	61	51	32	53	61	36	50	33	38	62	46	70	48	52
ATP11A	654	618	629	448	554	525	521	628	567	175	247	189	276	275	219
AL162711.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP11A-AS1	25	33	41	28	20	23	14	27	23	29	12	16	32	33	18
RP11-73M11.3	1	2	1	4	2	0	1	5	3	0	1	0	0	0	0
MCF2L	40	51	51	42	43	45	77	62	43	23	17	17	24	13	18
RP11-120K24.3	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0
MCF2L-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RP11-120K24.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-120K24.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F7	39	38	34	5	0	5	2	4	6	0	0	0	0	1	0
F10	353	293	262	25	19	8	6	17	10	0	0	0	1	0	2
F10-AS1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0
KARSP2	4	8	4	1	0	0	0	1	0	1	0	0	0	0	0
PROZ	27	23	18	4	4	3	4	2	6	1	3	9	3	9	4
RP11-98F14.11	0	1	3	4	1	0	2	0	0	0	0	1	0	0	0
PCID2	1991	1774	1704	1969	1999	1624	2029	1957	1754	1240	1841	1526	1887	1886	1911
CUL4A	1008	944	850	907	953	783	1068	1034	894	639	712	746	961	902	827
AL136221.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MIR8075	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AL136221.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL136221.1	2	0	0	0	1	0	0	0	4	0	4	0	0	0	0
LDHBP1	8	5	2	7	9	7	3	6	9	2	2	4	5	6	1
LAMP1	425	382	343	274	322	225	299	303	234	182	242	251	296	249	232
GRTP1	57	44	33	7	14	3	2	1	8	2	2	6	3	1	7
RP11-391H12.8	1	3	0	2	0	0	1	2	1	0	1	0	0	0	0
GRTP1-AS1	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0
RP11-102K13.5	2	2	3	2	3	10	0	2	8	0	0	3	3	1	4
ADPRHL1	15	16	19	5	26	5	6	12	9	4	6	11	12	12	15
DCUN1D2	284	266	196	193	230	155	192	240	173	172	241	200	251	235	222
DCUN1D2-AS	3	2	1	3	5	1	4	1	0	0	1	0	0	0	0
RNU1-16P	12	6	6	6	5	4	5	10	7	1	5	3	1	5	8
TMCO3	453	448	373	260	275	265	281	277	237	194	220	160	283	258	209
RP11-230F18.6	3	2	2	1	0	0	2	4	1	2	0	1	2	1	0
RP11-230F18.5	29	23	25	8	17	18	14	12	13	6	8	25	5	13	19
TFDP1	506	458	467	416	472	374	492	487	444	686	652	638	864	677	801
ATP4B	3	1	0	0	2	0	0	1	0	1	2	0	1	1	2
GRK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00552	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
TMEM255B	1059	915	885	801	1289	885	692	1144	943	42	34	32	118	65	26
GAS6-AS1	1	4	3	1	0	1	1	3	0	4	2	8	14	5	13
GAS6	14	12	21	4	1	0	4	9	1	15	17	14	26	35	19
GAS6-AS2	16	22	18	0	0	0	0	0	0	18	27	17	10	44	14
RP11-199F6.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC00452	1	0	0	0	1	2	1	0	0	3	1	1	0	3	1
LINC00565	3	2	0	2	1	2	0	2	3	5	1	10	6	11	4
RASA3	570	496	493	220	295	211	168	287	237	478	695	715	886	933	749
RASA3-IT1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
CDC16	605	551	515	514	537	396	558	499	388	569	502	463	850	647	607
MIR548AR	0	2	0	1	0	1	2	0	0	1	0	0	2	0	1
MIR4502	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0
UPF3A	580	527	500	433	514	459	488	484	522	263	304	275	433	314	364
CLCP2	1	1	0	0	0	0	0	1	0	2	3	5	3	0	2
CHAMP1	29	35	32	19	27	18	36	41	25	24	54	48	58	57	42
LINC01054	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
RPL23AP97	9	6	9	7	9	2	10	6	6	1	9	4	6	2	4
RP11-754I20.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-458P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-754I20.3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
BNIP3P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CR383657.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.12	1	0	0	5	2	3	0	0	4	2	3	1	4	1	0
RP11-536C10.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
RP11-536C10.10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
RP11-536C10.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2311B13.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2311B13.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2311B13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1239P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2314B22.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUXAP9	0	0	1	1	4	2	0	3	1	2	0	0	2	0	0
RP11-146E13.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-146E13.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2314B22.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H13P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-496I2.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-496I2.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-496I2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-496I2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-496I2.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01296	2	3	3	8	0	8	3	8	11	1	0	0	3	7	1
AL589743.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BMS1P17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01297	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD4P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEG	3	1	0	1	1	2	0	1	0	1	5	2	0	3	3
RP11-244H18.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU6-1268P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MED15P6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597A11.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2311B13.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NF1P11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244H18.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-244H18.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597A11.3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
RP11-597A11.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597A11.4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
RP11-597A11.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGAP42P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-536C10.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11K2P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4Q3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4H12P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4M1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K6P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K4P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2335L22.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K16P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4Q2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL359218.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4U1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNA5SP380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4T1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4K17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR4N5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB7P1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
GTF2IP22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11G1P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11G2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H5P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL356019.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OR11H6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OR11H7	0	1	1	4	4	3	2	6	3	0	0	0	0	1	0
OR11H4	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0
TTC5	1207	1083	1044	1386	1705	1266	1381	1636	1470	1322	1522	1293	1716	1745	1693
CTD-2292M16.8	19	18	15	28	9	24	18	20	10	11	9	10	13	12	14
CTD-2292M16.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCNB1IP1	1705	1468	1430	2985	2346	2489	3452	2439	2492	644	1062	1050	1090	1030	1400
SNORA79	3	3	0	5	4	1	0	2	3	0	1	1	1	1	4
AL355075.1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0
SNORD126	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
RPPH1	12	12	13	16	5	8	11	31	9	2	5	15	9	16	19
PARP2	1345	1273	1149	1093	1046	841	934	1069	918	702	908	732	1037	1085	933
