gene	inverseRank
IMPDH2	-0.02
AXDND1	-0.02
PRSS53	-0.02
SCN4B	-0.02
NCOR1	-0.02
ACSL1	-0.02
ANP32B	-0.02
CADPS2	-0.02
NENF	-0.02
IDI2	-0.02
ZNF777	-0.02
MIIP	-0.02
ESPL1	-0.02
ZNF677	-0.02
PRDX5	-0.02
GPATCH11	-0.02
ZDHHC18	-0.02
ZSCAN10	-0.02
JOSD2	-0.02
CYSLTR1	-0.02
WNT7A	-0.02
ZKSCAN7	-0.02
PARD6G	-0.02
EEF1D	-0.02
APOBEC1	-0.02
CFHR4	-0.02
GPHB5	-0.02
ITPKA	-0.02
PRSS54	-0.02
UCMA	-0.02
ZIC1	-0.02
HSPB2	-0.02
FAM131B	-0.02
TMTC1	-0.02
TNRC6A	-0.02
ARHGEF11	-0.02
MEX3D	-0.02
FOXA3	-0.02
CCSAP	-0.02
GH2	-0.02
ZNF222	-0.02
OIP5	-0.02
DEFA6	-0.02
NUGGC	-0.02
KDM5D	-0.02
ZNF776	-0.02
TTC4	-0.02
CNOT11	-0.02
SNAPC3	-0.02
ATCAY	-0.02
GRIN2B	-0.02
ASB16	-0.02
SLC5A12	-0.02
CEP112	-0.02
RGS3	-0.02
TTC5	-0.02
CCR5	-0.02
TOE1	-0.02
CBWD1	-0.02
GDF7	-0.02
BFSP1	-0.02
DDX18	-0.02
TIMP4	-0.02
ZNF425	-0.02
SYCE1L	-0.02
FANCL	-0.02
MCM3	-0.02
EHF	-0.02
MUC13	-0.02
KL	-0.02
CLVS1	-0.02
NOSIP	-0.02
PKP1	-0.02
TMEM132D	-0.02
MGAT3	-0.02
ASIC1	-0.02
SHROOM4	-0.02
RABEP1	-0.02
RNF167	-0.02
C12orf73	-0.02
ARL11	-0.02
ATG2A	-0.02
SCAND1	-0.02
CLSTN1	-0.02
AGXT2	-0.02
PHLPP2	-0.02
SNRPN	-0.02
PLEC	-0.02
METAP2	-0.02
SACM1L	-0.02
PLCH1	-0.02
PNKP	-0.02
ST13	-0.02
SNX30	-0.02
C17orf107	-0.02
DUS2	-0.02
SPATA25	-0.02
LMO3	-0.02
CHST6	-0.02
HACD1	-0.02
STOX1	-0.02
PNP	-0.02
C14orf28	-0.02
COG1	-0.02
HDGF	-0.02
SLITRK1	-0.02
PPIL2	-0.02
ATG9B	-0.02
ANGEL2	-0.02
UFSP2	-0.02
SSTR2	-0.02
IGF1R	-0.02
STXBP4	-0.02
NDUFV3	-0.02
HCRTR2	-0.02
CACTIN	-0.02
DNAJA3	-0.02
TBKBP1	-0.02
PANK1	-0.02
NUDT2	-0.02
DNAH7	-0.02
TNFSF12	-0.02
SLC17A7	-0.02
MEIS3	-0.02
HOXC4	-0.02
EXOC3L2	-0.02
FHAD1	-0.02
SYNE4	-0.02
DUSP4	-0.02
BIK	-0.02
CA5A	-0.02
MESP2	-0.02
B4GAT1	-0.02
BSDC1	-0.02
MRPL21	-0.02
GABRR2	-0.02
THEM5	-0.02
TMPRSS11F	-0.02
DNAI1	-0.02
CT45A10	-0.02
LAMA3	-0.02
PYY	-0.02
SLC12A3	-0.02
ZNF57	-0.02
ATG5	-0.02
LRRC17	-0.02
RUNX3	-0.02
AKNAD1	-0.02
STAC	-0.02
GLT1D1	-0.02
FER1L6	-0.02
TFAM	-0.02
C16orf96	-0.02
RPA1	-0.02
ACSM4	-0.02
CCR4	-0.02
SH2D6	-0.02
NEUROD2	-0.02
AQP1	-0.02
APOL1	-0.02
SYDE2	-0.02
GCDH	-0.02
DPPA2	-0.02
SP1	-0.02
PLEKHJ1	-0.02
EIF4E3	-0.02
SPX	-0.02
ORAI3	-0.01
WDR5B	-0.01
PAX2	-0.01
PRRT4	-0.01
ZCWPW1	-0.01
MEGF6	-0.01
CD84	-0.01
UBA5	-0.01
PTPN21	-0.01
GNPAT	-0.01
PVR	-0.01
SCIN	-0.01
MYO3B	-0.01
BFSP2	-0.01
TMEM45B	-0.01
HELZ	-0.01
POLR3C	-0.01
SRSF9	-0.01
AVPR2	-0.01
MS4A4A	-0.01
PEX7	-0.01
ZNRF2	-0.01
FBXO22	-0.01
SORCS1	-0.01
EXOC2	-0.01
CPT2	-0.01
HKDC1	-0.01
EIF1AX	-0.01
DNA2	-0.01
CAMKK2	-0.01
CLEC7A	-0.01
MARCHF5	-0.01
POM121C	-0.01
SIRT6	-0.01
ALKBH1	-0.01
ZNF317	-0.01
HERC5	-0.01
INF2	-0.01
TRAF1	-0.01
RALB	-0.01
CNBP	-0.01
TNFSF11	-0.01
FOXJ2	-0.01
SMC3	-0.01
SETX	-0.01
USP45	-0.01
ATF5	-0.01
BNC2	-0.01
CDC34	-0.01
PI4K2A	-0.01
PARN	-0.01
NDUFA10	-0.01
KCNJ8	-0.01
SNAI3	-0.01
TDRD5	-0.01
ZNF106	-0.01
LIN54	-0.01
HAUS2	-0.01
MXD4	-0.01
SMCO2	-0.01
PIH1D2	-0.01
ZBTB7A	-0.01
UBE3B	-0.01
PLIN1	-0.01
OR14L1P	-0.01
GPBAR1	-0.01
FUNDC1	-0.01
ZNF517	-0.01
GDPD2	-0.01
MS4A6A	-0.01
FAM160A2	-0.01
WFIKKN1	-0.01
PIK3R5	-0.01
GBP3	-0.01
PCDHGA5	-0.01
DCUN1D5	-0.01
EXOC3	-0.01
ADCY6	-0.01
STYXL1	-0.01
PLIN3	-0.01
ZNF853	-0.01
DNAJB12	-0.01
TTC30A	-0.01
PAK3	-0.01
CSNK1D	-0.01
RIN2	-0.01
SLC4A1	-0.01
SYNPR	-0.01
NAA60	-0.01
CCDC42	-0.01
SALL2	-0.01
OASL	-0.01
TMEM222	-0.01
RBMXL1	-0.01
ARHGAP5	-0.01
MOGS	-0.01
SLC9A1	-0.01
ZNF646	-0.01
MATN1	-0.01
MSR1	-0.01
ZNF560	-0.01
FIGN	-0.01
NLRC5	-0.01
KIAA0232	-0.01
RBL1	-0.01
CHD8	-0.01
DGKK	-0.01
GRM1	-0.01
DPP8	-0.01
CLEC4C	-0.01
ENPP3	-0.01
CAPRIN2	-0.01
TNS1	-0.01
PLB1	-0.01
SIAH1	-0.01
C6orf132	-0.01
TM7SF2	-0.01
FRRS1	-0.01
CEACAM16	-0.01
CPN2	-0.01
OR5K2	-0.01
OTUD1	-0.01
HS3ST4	-0.01
MRPS25	-0.01
SLC2A12	-0.01
ERICH2	-0.01
BCL7C	-0.01
MCMBP	-0.01
SFXN2	-0.01
WDR37	-0.01
C7orf61	-0.01
SOX30	-0.01
GFY	-0.01
ZNF282	-0.01
POLR3G	-0.01
ASCC1	-0.01
EIF3G	-0.01
SAA2	-0.01
GIN1	-0.01
SEMA4B	-0.01
NME6	-0.01
SLC37A1	-0.01
SFN	-0.01
TMEM211	-0.01
MAPK7	-0.01
RAB34	-0.01
PROZ	-0.01
ZNF396	-0.01
SNRNP35	-0.01
SERPINE2	-0.01
C4orf45	-0.01
SLC35F6	-0.01
MAD1L1	-0.01
REST	-0.01
EXOC1	-0.01
BRINP3	-0.01
CDKN2C	-0.01
HNRNPCL1	-0.01
LYPD1	-0.01
POTEI	-0.01
S1PR4	-0.01
TMEM161B	-0.01
AHCYL1	-0.01
ZBTB8OS	-0.01
P2RX6	-0.01
ROCK2	-0.01
C6orf136	-0.01
EBF2	-0.01
CEBPE	-0.01
CYP3A43	-0.01
NR2E1	-0.01
NMT1	-0.01
AFTPH	-0.01
INPP4A	-0.01
DEFB136	-0.01
PGRMC2	-0.01
MYBPC3	-0.01
SERTAD2	-0.01
CCDC102A	-0.01
CHMP1B	-0.01
DPY19L1	-0.01
TNFSF13B	-0.01
CLNS1A	-0.01
MAGI1	-0.01
STUB1	-0.01
DUSP22	-0.01
C8orf82	-0.01
ARHGAP30	-0.01
GIPC3	-0.01
ADRM1	-0.01
MOK	-0.01
MMS19	-0.01
UBQLN2	-0.01
LIPH	-0.01
BTBD11	-0.01
DCDC2	-0.01
RCHY1	-0.01
SULT1A3	-0.01
TCF20	-0.01
HERC4	-0.01
GNE	-0.01
CYP19A1	-0.01
PTPRO	-0.01
TK2	-0.01
ZNF619	-0.01
SF3B3	-0.01
KIF11	-0.01
DPH5	-0.01
ING3	-0.01
ATXN7L3	-0.01
CD7	-0.01
RAD17	-0.01
LRRTM1	-0.01
HSD11B1	-0.01
NOM1	-0.01
TMPRSS11D	-0.01
ZNF107	-0.01
C8G	-0.01
DCLK1	-0.01
HTR3E	-0.01
KDF1	-0.01
MAGEA8	-0.01
RBP3	-0.01
SUPT20HL2	-0.01
TRIM74	-0.01
USP17L1	-0.01
VAX2	-0.01
VSX2	-0.01
ZNF177	-0.01
AKR1D1	-0.01
CCL5	-0.01
MAGEB3	-0.01
NXNL2	-0.01
PYURF	-0.01
LAMP3	-0.01
KATNAL2	-0.01
CCDC153	-0.01
ABCB11	-0.01
ADORA2A	-0.01
BLID	-0.01
C19orf67	-0.01
C1orf167	-0.01
CYP2C18	-0.01
GAGE10	-0.01
GPR142	-0.01
KRT28	-0.01
NOL4	-0.01
OR56A5	-0.01
PAGE4	-0.01
POU4F3	-0.01
PTCRA	-0.01
RASGEF1C	-0.01
TFF3	-0.01
AKR1B10	0.00
C2orf78	0.00
CDH4	0.00
EBLN1	0.00
FAM153B	0.00
FGF16	0.00
LIPJ	0.00
MRLN	0.00
NOX5	0.00
TCP10L2	0.00
TEX26	0.00
TEX37	0.00
ZAR1L	0.00
ABCD4	0.00
VPS26B	0.00
ATP6V0A4	0.00
C4BPA	0.00
CCKBR	0.00
DPPA3	0.00
FAM205C	0.00
FATE1	0.00
GDF5	0.00
RPS4Y2	0.00
SEPTIN13	0.00
SETSIP	0.00
ZIC2	0.00
ZNF707	0.00
ZNF80	0.00
QRICH1	0.00
ATP2B2	0.00
PLEKHB2	0.00
AC019117.1	0.00
CYP4F8	0.00
FOLR3	0.00
GZMM	0.00
IL4	0.00
TBC1D3B	0.00
TMC1	0.00
CCDC144A	0.00
HES7	0.00
LTA	0.00
NANOS2	0.00
OR6K3	0.00
PCDHB1	0.00
SSX5	0.00
TICAM2	0.00
CCR6	0.00
DDTL	0.00
KLHDC8A	0.00
SPATA2	0.00
C9orf43	0.00
TIFAB	0.00
GK5	0.00
SPRY4	0.00
EIF2B4	0.00
BARX2	0.00
C2CD4A	0.00
CCK	0.00
COMP	0.00
LECT2	0.00
LGALS14	0.00
LRRC74B	0.00
OR8G1	0.00
MAP3K14	0.00
CCDC175	0.00
RAB5C	0.00
ODAM	0.00
SLC36A1	0.00
LVRN	0.00
FOXR1	0.00
DUSP15	0.00
OBSL1	0.00
LY96	0.00
PREX1	0.00
FYTTD1	0.00
CLTCL1	0.00
WDR12	0.00
PNPLA6	0.00
PPBP	0.00
SLC35A3	0.00
OPLAH	0.00
ZNF181	0.00
STARD8	0.00
ZNF571	0.00
ABHD8	0.00
FZR1	0.00
REEP3	0.00
SLC6A13	0.00
APCDD1L	0.00
C1orf210	0.00
C4orf51	0.00
CAMP	0.00
CD200R1L	0.00
PNCK	0.00
PTHLH	0.00
NOP9	0.00
SRGAP2C	0.00
CEP164	0.00
IST1	0.00
TLDC2	0.00
PCGF1	0.00
ERAP2	0.00
FAM228A	0.00
MORC1	0.00
FAM118A	0.00
DCAF12L2	0.00
PRDX2	0.00
LACTB	0.00
SPTY2D1	0.00
LGMN	0.00
BRI3BP	0.00
BAZ2B	0.00
UBE2G1	0.00
A1CF	0.00
GPR82	0.00
STRN3	0.00
ZSCAN2	0.00
RNF6	0.00
DBF4	0.00
TULP4	0.00
GORAB	0.00
PRR5	0.00
ST6GALNAC3	0.00
NDFIP1	0.00
PRRC1	0.00
MED15	0.00
ZBED6	0.00
FBXO34	0.00
CLEC9A	0.00
GIPC1	0.00
MAP6D1	0.00
AIDA	0.00
DEFA3	0.00
LRRC25	0.00
MAP2K7	0.00
RAB6B	0.00
LRRC19	0.00
KPNA4	0.00
C6orf141	0.00
NOTO	0.00
TTC23	0.00
ZNF595	0.00
LIN7C	0.00
OR8D2	0.00
TIMM10	0.00
SLC27A3	0.00
SNAPC4	0.00
TSSK3	0.00
AIFM3	0.00
THYN1	0.00
CELA2B	0.00
KCNH3	0.00
TFF1	0.00
SUDS3	0.00
AGR3	0.00
CNTN1	0.00
CYP2B6	0.00
SBSPON	0.00
ANKRD55	0.00
ARL15	0.00
ATL2	0.00
SERP2	0.00
LRSAM1	0.00
EML1	0.00
RBM4B	0.00
RPA2	0.00
DOK1	0.00
PPFIA4	0.00
FADS3	0.00
AHDC1	0.00
DNAJC30	0.00
ENG	0.00
ZNF800	0.00
BUB1B	0.00
IAPP	0.00
UBE2V1	0.00
CYP4A22	0.00
ARL5C	0.00
ZNF81	0.00
RNF169	0.00
TRPC6	0.00
PIK3R1	0.00
IGLON5	0.00
UBQLN4	0.00
ITLN1	0.00
NAAA	0.00
RPL3L	0.00
CREBZF	0.00
MRPL16	0.00
ENPEP	0.00
TET3	0.00
ACO1	0.00
QPCTL	0.00
LSM10	0.00
MYD88	0.00
DUSP11	0.00
SLC9B2	0.00
AKIRIN1	0.00
SLC25A37	0.00
CROCC	0.00
BOD1L1	0.00
TFAP4	0.00
DOK4	0.00
ZNF43	0.00
SDK1	0.00
FBXO36	0.00
CPNE2	0.00
ZNF610	0.00
JRKL	0.00
LHFPL4	0.00
RSPRY1	0.00
SLC23A2	0.00
FOLR1	0.00
CCDC85A	0.00
FUOM	0.00
HLX	0.00
VSIG2	0.00
CC2D2B	0.00
LAMC2	0.00
SAA4	0.00
STARD3	0.00
NELFE	0.00
GPATCH3	0.00
NT5C3A	0.00
CTDNEP1	0.00
ZNF572	0.00
KCTD4	0.00
ZNF624	0.00
ZNF467	0.00
CBWD3	0.00
FILIP1L	0.00
NAT14	0.00
MROH8	0.00
KRAS	0.00
RAB28	0.00
ZNF226	0.00
SENP1	0.00
ZSCAN12	0.00
GDPD5	0.00
WDR49	0.00
PDE6A	0.00
MYL3	0.00
PVRIG	0.00
GNG10	0.00
HM13	0.00
DUS1L	0.00
CNDP1	0.00
TUBD1	0.00
ZSWIM8	0.00
TECPR2	0.00
KRT2	0.00
CDCP2	0.00
TCF12	0.00
SEPTIN4	0.00
SNURF	0.00
RP9	0.00
COQ2	0.00
ARFIP2	0.00
TRIOBP	0.00
P2RY11	0.00
INTS2	0.00
BBIP1	0.00
ALAS2	0.00
EMID1	0.00
SUMF2	0.00
FRS3	0.00
VSTM2L	0.00
CLTA	0.00
FRMD5	0.00
GRIK2	0.01
INMT	0.01
FSTL4	0.01
HHIPL2	0.01
STT3A	0.01
HOXB5	0.01
ADIPOR1	0.01
SULT1C3	0.01
HGFAC	0.01
PCDHGC5	0.01
FAT2	0.01
MTA1	0.01
SELPLG	0.01
FAM24B	0.01
N4BP2	0.01
PIK3R2	0.01
BLNK	0.01
ATP13A4	0.01
OVOL3	0.01
PPP3CA	0.01
WDR17	0.01
IFT46	0.01
ARMC1	0.01
ZSWIM1	0.01
OGFOD3	0.01
PCDHGA9	0.01
USP12	0.01
NIP7	0.01
PLEKHG5	0.01
FASTKD1	0.01
TMEM184C	0.01
RPAIN	0.01
VIL1	0.01
PCDHB3	0.01
MASP1	0.01
FGF5	0.01
HABP2	0.01
KAAG1	0.01
NUTM2G	0.01
TBC1D21	0.01
B3GNT3	0.01
HSD17B12	0.01
ARSA	0.01
MTHFR	0.01
SFRP5	0.01
ZBED2	0.01
CDKL2	0.01
CBY3	0.01
NLGN4Y	0.01
PPP1R2	0.01
TMEM38A	0.01
IL17C	0.01
OR51E2	0.01
OR8B2	0.01
RAB6C	0.01
SLC6A11	0.01
ATAD3B	0.01
MALRD1	0.01
PODXL2	0.01
PTBP3	0.01
IL17B	0.01
ZNF850	0.01
HPS5	0.01
PRKACA	0.01
GSTM1	0.01
ANKRD49	0.01
ZDHHC5	0.01
EPHB1	0.01
HARS2	0.01
USH1C	0.01
DUSP14	0.01
HAUS6	0.01
SMUG1	0.01
NOMO1	0.01
KIAA0040	0.01
TRABD2B	0.01
IGF2R	0.01
ARID5A	0.01
TMIE	0.01
CCNA1	0.01
YPEL3	0.01
FSCN3	0.01
CDK4	0.01
BBX	0.01
TCAF2	0.01
TMEM135	0.01
KCNH4	0.01
STK11	0.01
C5orf46	0.01
RHPN1	0.01
CPQ	0.01
RIOK1	0.01
LNX1	0.01
GCC2	0.01
C6orf62	0.01
CEP152	0.01
IFT74	0.01
ZNF384	0.01
PIK3R4	0.01
USP17L7	0.01
ZNF154	0.01
PCDHA2	0.01
MSC	0.01
PLXDC2	0.01
LIPE	0.01
PCSK9	0.01
GMIP	0.01
GTF2IRD2B	0.01
C2orf74	0.01
IDO1	0.01
NUS1	0.01
GNB1L	0.01
FIBP	0.01
METTL25	0.01
MYLK3	0.01
FAM102A	0.01
CIDEC	0.01
GCK	0.01
GJB4	0.01
GPR52	0.01
ORM2	0.01
SULT6B1	0.01
VCX	0.01
RAB39B	0.01
EIF5B	0.01
CAPN2	0.01
APOBEC3B	0.01
COL28A1	0.01
PRKD3	0.01
GTSF1	0.01
MEIG1	0.01
DIO1	0.01
LRCH1	0.01
AQP2	0.01
FAM110C	0.01
RORB	0.01
BTBD19	0.01
ZNF888	0.01
RAB7B	0.01
ZNF143	0.01
TNPO3	0.01
AKR1A1	0.01
CASP7	0.01
FAM3A	0.01
C9orf24	0.01
DTX2	0.01
AC034228.3	0.01
ZMYND12	0.01
ZFAND4	0.01
VGLL4	0.01
TMEM203	0.01
ALS2CL	0.01
SPINK2	0.01
MST1R	0.01
DEDD2	0.01
ZNF569	0.01
TRADD	0.01
WDR55	0.01
HOXD9	0.01
EFCAB5	0.01
ZNF732	0.01
C8orf37	0.01
INTS4	0.01
ABCG1	0.01
C3orf33	0.01
TNIK	0.01
HEATR5A	0.01
ANGPTL5	0.01
COA1	0.01
RHBDL2	0.01
ATG7	0.01
GCGR	0.01
SNX33	0.01
FASN	0.01
DCXR	0.01
DLK2	0.01
CHORDC1	0.01
ZSWIM5	0.01
GNL2	0.01
ST14	0.01
KLHDC4	0.01
IQSEC1	0.01
SLC47A1	0.01
MBD3	0.01
C16orf46	0.01
ZNF550	0.01
DYNC1LI2	0.01
MLANA	0.01
RHOT2	0.01
CT83	0.01
RBM5	0.01
MPP2	0.01
ZNF74	0.01
MTPAP	0.01
KCNH8	0.01
TPD52L2	0.01
TXNDC2	0.01
CAMTA1	0.01
ZAN	0.01
TOM1L2	0.01
SYDE1	0.01
PPARD	0.01
MED23	0.01
MET	0.01
RPS15A	0.01
PRRT2	0.01
DLL1	0.01
CCDC146	0.01
CCDC157	0.01
CCDC39	0.01
RAB39A	0.01
EPPK1	0.01
GUCY2D	0.01
SH2D5	0.01
CRB2	0.01
CNTROB	0.01
TAZ	0.01
GEMIN4	0.01
SPINK13	0.01
FEM1C	0.01
TIGD1	0.01
BPIFC	0.01
GKN2	0.01
MPPED1	0.01
OR10AD1	0.01
TRPM5	0.01
ZNF700	0.01
FBXO32	0.01
CKAP2	0.01
CHMP4C	0.01
HNRNPA1	0.02
RICTOR	0.02
EXOC8	0.02
VPS37B	0.02
CRABP1	0.02
STK32A	0.02
KCTD6	0.02
DUSP2	0.02
TMEM33	0.02
SPRY2	0.02
SCIMP	0.02
FBXO44	0.02
DNAJC16	0.02
PTGES3L	0.02
ANO1	0.02
NDUFAF6	0.02
KLC2	0.02
OR52D1	0.02
TMEM191B	0.02
ZNF468	0.02
PIK3C3	0.02
DDX4	0.02
SLAMF8	0.02
SCYL3	0.02
VARS2	0.02
C1orf50	0.02
RAB40B	0.02
TFPT	0.02
ALYREF	0.02
PDZRN3	0.02
CHRNE	0.02
ZNF296	0.02
SLC26A5	0.02
SEC14L6	0.02
RNF114	0.02
ANKFN1	0.02
GGT1	0.02
KIF3A	0.02
FAM168A	0.02
AQR	0.02
SNX24	0.02
PPM1L	0.02
GDAP2	0.02
RAB11B	0.02
SKIV2L	0.02
BCDIN3D	0.02
LCMT1	0.02
UNC93B1	0.02
NPRL3	0.02
GJB1	0.02
MAG	0.02
ZNF669	0.02
THAP7	0.02
IP6K1	0.02
ZFAND1	0.02
ZNF729	0.02
HSBP1L1	0.02
PLEKHF1	0.02
GP6	0.02
G2E3	0.02
TCEAL5	0.02
NOL8	0.02
TPSAB1	0.02
VGLL3	0.02
DBNDD1	0.02
CD69	0.02
MAF1	0.02
PRELID2	0.02
FAM86B2	0.02
TESPA1	0.02
ZNF536	0.02
DDX19B	0.02
APOA2	0.02
PYCARD	0.02
DOCK11	0.02
ABTB1	0.02
CDHR3	0.02
C9	0.02
SLC25A38	0.02
ZNF10	0.02
BCAR1	0.02
SPIN1	0.02
ZNF335	0.02
FAM83A	0.02
ADAM29	0.02
EGFR	0.02
GRID1	0.02
RAI1	0.02
SLC45A1	0.02
SP140L	0.02
EFHB	0.02
EYA3	0.02
SPATA1	0.02
PSMF1	0.02
PWWP2B	0.02
KRT222	0.02
TOMM5	0.02
ACVR1C	0.02
ENKUR	0.02
CDC42EP4	0.02
MAGEE2	0.02
VMO1	0.02
LSM14B	0.02
NFATC4	0.02
SLC25A2	0.02
ZNF263	0.02
FN3KRP	0.02
ARHGAP6	0.02
POLH	0.02
SF3A3	0.02
BTN1A1	0.02
RNF103	0.02
IFNAR2	0.02
TMEM156	0.02
RPS21	0.02
TSHB	0.02
HEATR6	0.02
NCOA4	0.02
CTDSP2	0.02
CHN2	0.02
NPIPB4	0.02
ZNF701	0.02
MTCL1	0.02
C5	0.02
TMEM9	0.02
TRIM16	0.02
UNC80	0.02
NPIPB6	0.02
CLDN15	0.02
SCN3A	0.02
WDR47	0.02
TESK1	0.02
TFR2	0.02
JADE2	0.02
TUBA8	0.02
TTC6	0.02
FGF13	0.02
EXOSC4	0.02
BMP2K	0.02
UBE2S	0.02
CHIC2	0.02
MTFP1	0.02
MTHFS	0.02
RAB40C	0.02
AVPI1	0.02
CHD5	0.02
ACAP1	0.02
SLC15A1	0.02
PODNL1	0.02
SCN2B	0.02
LYPD3	0.02
RAB27B	0.02
DLGAP1	0.02
NPFFR1	0.02
KIF13B	0.02
PRDM10	0.02
NKAP	0.02
IFT122	0.02
CASKIN2	0.02
LRRTM4	0.02
LIF	0.02
SLC25A41	0.02
UGT2B11	0.02
PANK2	0.02
NOL12	0.02
LDB3	0.02
DAW1	0.02
GNAI1	0.02
ABCA2	0.02
SLC25A18	0.02
PHYKPL	0.02
CATSPER2	0.02
MAD2L2	0.02
STAT3	0.02
MFAP3L	0.02
CTSW	0.02
SMIM4	0.02
SMYD2	0.02
NPPB	0.02
PCP4L1	0.02
NPPA	0.02
WDR46	0.02
GNMT	0.02
KLC4	0.02
BMP8B	0.02
RPRD1A	0.02
C1orf146	0.02
SGPP2	0.02
PSME1	0.02
AUP1	0.02
ANKRD40	0.02
MGAT2	0.02
SPHK2	0.02
ATPAF2	0.02
SLC51B	0.02
AGPAT3	0.02
USP19	0.02
PBX4	0.02
RFX5	0.02
NDOR1	0.03
PHF13	0.03
CACNA1A	0.03
PHF3	0.03
CAB39	0.03
TULP1	0.03
TRIM7	0.03
TGIF2LX	0.03
CD4	0.03
MPND	0.03
FEM1B	0.03
OAZ3	0.03
CEP104	0.03
CSF1	0.03
ZNF845	0.03
HCFC1R1	0.03
PUS10	0.03
PLG	0.03
KLRG1	0.03
TAPBPL	0.03
SLC12A4	0.03
NEURL1B	0.03
FLAD1	0.03
NUDT7	0.03
MAST1	0.03
ZKSCAN3	0.03
CPO	0.03
ANKAR	0.03
NANS	0.03
BEST3	0.03
NUDT6	0.03
SNX12	0.03
ZNF232	0.03
ST8SIA2	0.03
USP13	0.03
SMIM6	0.03
CYP2S1	0.03
GDA	0.03
PSMB4	0.03
EXO5	0.03
ARID3A	0.03
PGAP2	0.03
MOGAT3	0.03
PI3	0.03
PNMT	0.03
TAF1	0.03
CELA3A	0.03
HORMAD1	0.03
NR1H4	0.03
ANKRD50	0.03
GNAZ	0.03
TGS1	0.03
NDUFA13	0.03
C11orf68	0.03
IGSF23	0.03
MAT1A	0.03
XG	0.03
SOCS4	0.03
TP73	0.03
APRT	0.03
BTNL8	0.03
NSUN2	0.03
CARNS1	0.03
SECISBP2L	0.03
C1QTNF4	0.03
DCK	0.03
ZNF789	0.03
NLGN2	0.03
C1QB	0.03
SS18	0.03
CYB5D1	0.03
RABGAP1	0.03
RRP7A	0.03
RXRG	0.03
DENND4A	0.03
SLC25A25	0.03
MYL7	0.03
CXCL12	0.03
MMD	0.03
DDX42	0.03
KCNRG	0.03
AURKC	0.03
GPR173	0.03
SMARCD1	0.03
CRELD2	0.03
XK	0.03
UPB1	0.03
TRIM9	0.03
ATP7A	0.03
USP34	0.03
SETD1A	0.03
VIP	0.03
CHRNG	0.03
OR8B4	0.03
CELF1	0.03
DNAAF2	0.03
PRDM4	0.03
RRAS2	0.03
ABCB9	0.03
DCUN1D2	0.03
PSME4	0.03
PRX	0.03
TAGLN3	0.03
MBOAT2	0.03
KLHL26	0.03
KCNS1	0.03
SLC13A4	0.03
RBM12B	0.03
DTWD1	0.03
RTN3	0.03
DDI1	0.03
ACOT11	0.03
BEND4	0.03
MFSD6	0.03
IMMP1L	0.03
BCOR	0.03
NUP54	0.03
TUBE1	0.03
DMRTA1	0.03
DNAH2	0.03
TEX30	0.03
CSMD2	0.03
XBP1	0.03
ACHE	0.03
SCAI	0.03
SP140	0.03
P3H4	0.03
FOXF2	0.03
MYO5C	0.03
WDR89	0.03
SLC25A10	0.03
MMACHC	0.03
ASGR1	0.03
ART1	0.03
TUBB2B	0.03
FANCA	0.03
LDLRAD4	0.03
OR10G4	0.03
ACSL5	0.03
TLL2	0.03
CHTF18	0.03
OR52B2	0.03
IZUMO1	0.03
CRY1	0.03
MALT1	0.03
GPRC5D	0.03
PKIB	0.03
THTPA	0.03
ZNF25	0.03
JAKMIP3	0.03
ZNF354B	0.03
DLAT	0.03
TMPRSS6	0.03
ZNF408	0.03
UBE2Q1	0.03
TRIML1	0.03
KIZ	0.03
CPEB4	0.03
KIAA0753	0.03
NFRKB	0.03
CST7	0.03
DIRAS3	0.03
C1orf21	0.03
ADAT3	0.03
TAF8	0.03
ZNF516	0.03
CLCNKA	0.03
SEMA3A	0.03
HABP4	0.03
YWHAQ	0.03
PPT1	0.03
USP50	0.03
ACOT1	0.03
CYP26A1	0.03
ZCCHC18	0.03
FAM72A	0.03
TRIM72	0.03
CBWD5	0.03
TRPC7	0.03
DAXX	0.03
FASTKD2	0.03
PIGM	0.03
SDR42E1	0.03
CNPY1	0.03
MTF1	0.03
RMND5B	0.03
TRAPPC12	0.03
C10orf90	0.03
TPGS2	0.03
SMIM19	0.03
DNAAF3	0.03
PDZD9	0.03
SLC13A3	0.03
PDSS1	0.03
BBS10	0.04
ZNF524	0.04
PUF60	0.04
MFF	0.04
SIK1	0.04
CEP126	0.04
CYBB	0.04
NUTM1	0.04
ASPSCR1	0.04
HTR1D	0.04
TLE1	0.04
DTHD1	0.04
MCM4	0.04
ST7	0.04
GTF3C3	0.04
GAS2L2	0.04
NLRP9	0.04
HACD4	0.04
ERI3	0.04
VEGFC	0.04
DCAF16	0.04
PIGN	0.04
PHLPP1	0.04
CRADD	0.04
MED12L	0.04
CALCR	0.04
SCX	0.04
MYPOP	0.04
DEFB133	0.04
EXD3	0.04
COG3	0.04
KIF26A	0.04
PPFIA2	0.04
RPUSD4	0.04
FAM160B1	0.04
ZNF786	0.04
TMEM65	0.04
TMEM151B	0.04
TBC1D26	0.04
USP49	0.04
PXMP4	0.04
ADAMTSL4	0.04
SRCAP	0.04
RPL39	0.04
TRIM37	0.04
NPM2	0.04
DTD2	0.04
FAP	0.04
DOC2B	0.04
SIGLEC7	0.04
HELQ	0.04
MARCHF10	0.04
PINLYP	0.04
LRRC18	0.04
PPP1R16A	0.04
UBE2H	0.04
ECM2	0.04
