GeneID	IWP	HED	HER	CD184
MIR135A2	NA	NA	NA	NA
MIR135B	NA	NA	NA	NA
MIR136	NA	NA	NA	NA
MIR137	NA	NA	NA	NA
MIR137HG	-2.148066077	NA	NA	NA
MIR138-1	NA	NA	NA	NA
MIR138-2	NA	NA	NA	NA
MIR139	NA	NA	NA	NA
MIR140	NA	NA	NA	-0.78773915
MIR141	NA	NA	NA	NA
MIR142	NA	NA	NA	NA
MIR143	-0.763351274	NA	NA	-0.462638907
MIR143HG	-0.681612236	-0.638777744	-0.67491995	-0.212982337
MIR144	NA	NA	NA	NA
MIR145	NA	NA	NA	NA
MIR1468	NA	NA	NA	NA
MIR1469	NA	NA	NA	NA
MIR146A	NA	NA	NA	NA
MIR146B	NA	NA	NA	NA
MIR1470	NA	NA	NA	NA
MIR1471	NA	NA	NA	NA
MIR147A	NA	NA	NA	NA
MIR147B	NA	NA	NA	NA
MIR148A	NA	NA	NA	NA
MIR148B	-0.756398506	-0.736964926	-0.450704287	-0.677980209
MIR149	NA	NA	NA	NA
MIR150	NA	NA	NA	NA
MIR151A	0.216107575	0.31141131	-0.292725332	0.52145779
MIR151B	NA	-0.681809661	NA	-0.213296364
MIR152	NA	NA	NA	NA
MIR153-1	NA	-0.653780937	NA	NA
MIR153-2	NA	NA	NA	NA
MIR1537	NA	NA	NA	NA
MIR1538	NA	NA	NA	NA
MIR1539	-0.935631332	-0.708685592	-1.47320584	-0.799595468
MIR154	NA	NA	NA	NA
MIR155	NA	NA	NA	NA
MIR155HG	-0.333084815	-0.07340444	0.085815687	-0.189856776
MIR1587	NA	NA	NA	NA
MIR15A	NA	NA	NA	NA
MIR15B	-0.409168088	NA	NA	-0.420719801
MIR16-1	NA	NA	NA	NA
MIR16-2	NA	-0.294197267	-0.347396575	-0.63900874
MIR17	NA	NA	NA	NA
MIR17HG	0.2924054	0.372112393	0.342086699	0.006338739
MIR181A1	NA	NA	NA	-0.771916406
MIR181A1HG	-0.166207562	0.041070754	-0.026295896	0.799708727
MIR181A2	-0.152933287	0.289566055	0.510079563	-0.149245908
MIR181A2HG	0.684135447	0.566016514	0.661167584	0.667451345
MIR181B1	NA	NA	NA	-0.681946396
MIR181B2	0.332721732	-0.418811662	0.021328987	-0.085693053
MIR181C	-0.851903291	NA	NA	NA
MIR181D	-0.874765976	NA	NA	NA
MIR182	NA	NA	NA	NA
MIR1825	NA	NA	NA	NA
MIR1827	-0.623423963	NA	NA	NA
MIR183	NA	NA	NA	NA
MIR184	NA	NA	NA	NA
MIR185	NA	NA	NA	NA
MIR186	0.726661911	0.759235055	0.644627709	0.722720821
MIR187	NA	NA	NA	NA
MIR188	NA	NA	NA	NA
MIR18A	NA	NA	NA	NA
MIR18B	-0.474441911	-0.711738823	-0.745709354	-0.466920223
MIR1908	NA	NA	NA	NA
MIR1909	NA	NA	NA	NA
MIR190A	NA	NA	NA	NA
MIR190B	NA	NA	NA	NA
MIR191	NA	NA	NA	NA
MIR1911	NA	NA	NA	NA
MIR1912	NA	NA	NA	NA
MIR1913	-0.622061995	NA	NA	-0.340423029
MIR1914	NA	NA	NA	NA
MIR1915	NA	NA	NA	NA
MIR192	NA	NA	NA	NA
MIR193A	NA	NA	NA	NA
MIR193B	NA	NA	NA	NA
MIR194-1	-0.183891756	NA	NA	-0.569972636
MIR194-2	NA	NA	NA	NA
MIR195	NA	NA	NA	NA
MIR196A1	NA	NA	-0.2523509	NA
MIR196A2	NA	NA	NA	NA
MIR196B	NA	NA	NA	NA
MIR197	NA	NA	NA	NA
MIR1972-1	NA	NA	NA	NA
MIR1972-2	-0.313864738	NA	-0.129998035	-0.63283719
MIR1976	NA	NA	NA	NA
MIR199A1	NA	NA	NA	NA
MIR199A2	0.498174565	-0.155543693	-0.448645545	0.367257961
MIR199B	NA	NA	NA	NA
MIR19A	NA	NA	NA	NA
MIR19B1	NA	NA	NA	NA
MIR19B2	-0.423787147	-0.385280166	NA	-0.7331182
MIR200A	NA	NA	NA	NA
MIR200B	NA	NA	NA	NA
MIR200C	NA	NA	NA	NA
MIR202	NA	NA	NA	NA
MIR202HG	NA	-1.685323468	NA	NA
MIR203A	NA	NA	NA	NA
MIR204	NA	NA	NA	NA
MIR205	NA	NA	NA	NA
MIR2052HG	-1.424566432	-1.849007858	-1.106284626	-1.26827055
MIR2053	NA	NA	NA	NA
MIR205HG	-0.112927409	-1.932008084	-1.363012922	-0.856833454
MIR206	NA	NA	NA	NA
MIR208A	NA	NA	NA	NA
MIR208B	NA	NA	NA	NA
MIR20A	NA	NA	NA	NA
MIR20B	-0.576894499	NA	NA	-0.569372812
MIR21	NA	NA	NA	NA
MIR210	NA	NA	NA	NA
MIR210HG	-1.492019157	-1.57951977	NA	-1.223438632
MIR211	NA	NA	NA	NA
MIR2110	NA	NA	NA	NA
MIR2113	NA	NA	NA	NA
MIR2114	NA	NA	NA	NA
MIR2115	NA	-0.124523217	-0.708282856	-0.389206678
MIR2116	NA	-0.171473751	NA	0.055931991
MIR2117	NA	NA	NA	NA
MIR212	NA	NA	NA	NA
MIR214	NA	NA	NA	NA
MIR215	-0.459334698	-0.71570501	-0.749675541	NA
MIR216A	NA	NA	-0.75570047	NA
MIR216B	NA	NA	NA	NA
MIR217	NA	NA	NA	NA
MIR217HG	-1.372184522	NA	NA	-1.68476623
MIR218-1	NA	-0.51081434	NA	NA
MIR218-2	NA	NA	NA	NA
MIR219A1	NA	NA	NA	NA
MIR219A2	NA	NA	NA	NA
MIR219B	NA	NA	NA	NA
MIR22	NA	NA	NA	NA
MIR221	-0.072737922	0.196970814	0.42160248	0.708636554
MIR222	NA	NA	NA	-0.795564488
MIR222HG	-0.577516301	-0.191618059	-0.115722526	0.137658191
MIR223	NA	NA	NA	NA
MIR224	NA	NA	NA	NA
MIR2276	-0.376764019	NA	-0.184558926	-0.394706476
MIR2277	NA	NA	NA	NA
MIR2278	-0.792781839	-0.451692888	-0.234280169	-0.622824944
MIR22HG	-1.030931402	-1.026719139	-1.077421469	-0.632870697
MIR2355	0.133680152	-0.372038529	0.032450908	0.408404464
MIR2392	NA	NA	NA	NA
MIR23A	NA	NA	-0.273577737	NA
MIR23B	-0.423787147	NA	NA	NA
MIR23C	NA	NA	NA	-0.7758467
MIR24-2	NA	NA	-0.577630645	-0.593846581
MIR2467	-0.079193367	NA	-0.331278813	NA
MIR25	1.105149479	1.271058032	1.31714363	1.265989176
MIR2681	NA	NA	NA	NA
MIR2682	NA	NA	NA	NA
MIR26A1	-0.358229069	-0.56080305	NA	-0.107787209
MIR26A2	-0.089739127	-0.322787718	-0.334534163	NA
MIR26B	-0.779438094	NA	-0.75570047	NA
MIR27A	NA	NA	-0.318000177	-0.638441068
MIR27B	NA	-0.803875406	NA	-0.422630434
MIR28	NA	-0.634036879	-0.180062577	-0.680844917
MIR2909	NA	NA	NA	NA
MIR296	NA	NA	NA	NA
MIR297	NA	NA	NA	NA
MIR298	-0.381498085	NA	-0.351735532	-0.690829137
MIR299	NA	NA	NA	NA
MIR29A	NA	NA	NA	NA
MIR29B1	NA	NA	NA	NA
MIR29B2	NA	NA	NA	NA
MIR29C	NA	NA	NA	NA
MIR300	NA	NA	NA	NA
MIR301A	NA	NA	NA	NA
MIR301B	NA	NA	NA	NA
MIR302A	0.296721064	-0.308270746	0.045701821	0.056986428
MIR302B	-0.673833466	NA	0.124964338	-0.245505921
MIR302C	0.128415683	0.533779588	0.408030129	0.356947518
MIR302D	0.139959942	-0.251206036	-0.073969102	-0.096395566
MIR302E	NA	NA	NA	NA
MIR3064	NA	NA	NA	NA
MIR3074	NA	NA	NA	NA
MIR30A	NA	NA	NA	NA
MIR30B	NA	NA	NA	NA
MIR30C1	-0.42112835	NA	-0.356642867	NA
MIR30C2	-0.791123852	-0.727390769	-0.288247362	0.178228293
MIR30D	NA	NA	NA	NA
MIR30E	NA	NA	NA	NA
MIR31	NA	NA	NA	NA
MIR3115	0.260831279	0.3221601	0.2864991	0.255405664
MIR3116-2	NA	NA	NA	-0.50978543
MIR3118-1	NA	NA	NA	NA
MIR3118-2	NA	NA	NA	NA
MIR3118-3	NA	NA	NA	NA
MIR3118-4	NA	NA	NA	NA
MIR3119-1	NA	NA	NA	NA
MIR3121	NA	NA	0.084228268	NA
MIR3122	NA	-0.537635185	-0.286116655	-0.059237981
MIR3123	NA	NA	NA	NA
MIR3124	NA	NA	NA	NA
MIR3125	NA	NA	NA	-0.622618324
MIR3126	-0.607277128	NA	NA	NA
MIR3128	0.318626877	1.005819242	0.794177736	0.28831967
MIR3129	NA	-0.651265243	NA	NA
MIR3130-2	NA	NA	-0.615002815	-0.621407729
MIR3131	NA	NA	NA	NA
MIR3132	NA	NA	NA	NA
MIR3133	-0.611066611	-0.11902856	-0.318000177	-0.638441068
MIR3134	-0.296605732	-0.63968337	NA	-0.298725445
MIR3135A	-0.605462734	NA	NA	-0.082405846
MIR3135B	NA	NA	NA	NA
MIR3136	NA	0.096619124	NA	-0.532648313
MIR3137	-0.594033272	-0.549373589	-0.127070199	NA
MIR3138	NA	-0.332510976	NA	NA
MIR3139	-0.05152194	-0.651265243	0.162835429	0.207100984
MIR3140	NA	NA	-0.694184061	NA
MIR3141	NA	NA	NA	NA
MIR3142	NA	NA	NA	NA
MIR3143	-0.518312558	NA	-0.225246123	NA
MIR3144	NA	-0.597165519	NA	NA
MIR3145	NA	-0.021269333	0.207948653	0.323279663
MIR3146	-0.152099922	-0.316324215	-0.128788692	-0.334960133
MIR3147	NA	NA	NA	NA
MIR3148	NA	NA	NA	NA
MIR3150B	NA	NA	NA	NA
MIR3151	-0.618859001	NA	NA	NA
MIR3152	NA	NA	NA	NA
MIR3153	-0.651859261	-0.588126178	-0.032329643	-0.050116899
MIR3155A	0.326776408	0.312277775	0.590819177	0.20612938
MIR3156-1	NA	NA	NA	NA
MIR3156-2	NA	NA	NA	NA
MIR3156-3	NA	NA	NA	NA
MIR3157	-0.667464334	NA	NA	NA
MIR3158-1	-0.718995625	-0.377906674	0.066104517	-0.54903873
MIR3159	NA	NA	NA	NA
MIR3160-1	-0.230104245	NA	NA	-0.569972636
MIR3161	-0.605462734	NA	NA	NA
MIR3162	NA	-0.299526101	-0.321066713	-0.167216319
MIR3163	NA	NA	-0.571605716	NA
MIR3164	NA	NA	NA	-0.649601813
MIR3165	-0.175746583	-0.30758054	-0.297855058	-0.10119483
MIR3166	NA	NA	NA	NA
MIR3167	NA	NA	NA	NA
MIR3168	-0.724324458	NA	-0.653755404	-0.167216319
MIR3169	NA	NA	NA	NA
MIR3170	NA	-0.586029153	NA	NA
MIR3171	NA	NA	NA	NA
MIR3173	0.640182457	0.331665387	0.225013773	0.082840412
MIR3174	-0.247386243	-0.325231501	-0.349774129	-0.165652819
MIR3175	-0.358229069	NA	NA	-0.31598445
MIR3176	NA	NA	NA	NA
MIR3177	-0.651859261	NA	-0.653755404	NA
MIR3178	NA	NA	NA	NA
MIR3179-1	NA	NA	NA	NA
MIR3179-2	NA	NA	NA	NA
MIR3179-3	NA	NA	-1.537209092	NA
MIR3179-4	NA	NA	NA	NA
MIR3180-1	NA	NA	NA	NA
MIR3180-2	NA	NA	NA	NA
MIR3180-3	NA	NA	NA	NA
MIR3180-4	NA	NA	NA	NA
MIR3180-5	NA	NA	NA	NA
MIR3181	NA	NA	NA	NA
MIR3182	-0.609851155	NA	-0.507623405	NA
MIR3183	NA	NA	NA	NA
MIR3184	NA	NA	NA	NA
MIR3185	NA	NA	NA	NA
MIR3186	NA	NA	-0.637701782	NA
MIR3187	NA	NA	NA	NA
MIR3188	NA	NA	NA	-0.569972636
MIR3189	NA	NA	-0.603264411	NA
MIR3191	NA	NA	NA	NA
MIR3193	NA	0.256364457	-0.448645545	-0.169856415
MIR3194	NA	NA	NA	-0.300655902
MIR3195	NA	NA	NA	NA
MIR3196	NA	NA	NA	NA
MIR3197	NA	NA	NA	NA
MIR3198-1	0.114178384	0.313654459	0.631176607	0.418455477
MIR3198-2	NA	NA	NA	NA
MIR3199-2	-0.754993278	-0.714934323	NA	NA
MIR31HG	NA	NA	NA	NA
MIR32	0.187061586	-0.519410365	-0.258375829	0.047048737
MIR3201	NA	NA	NA	NA
MIR3202-2	NA	NA	NA	NA
MIR320A	NA	NA	NA	NA
MIR320B1	NA	NA	NA	NA
MIR320B2	-0.063678767	0.011141211	0.141356216	0.340129539
MIR320C1	-0.453963282	NA	NA	-0.029133347
MIR320C2	0.046557165	-0.131489281	-0.413277789	NA
MIR320D1	-0.142545239	-0.451692888	-0.395549022	-0.427587703
MIR320D2	NA	NA	NA	NA
MIR320E	0.872061633	0.932450084	0.74638448	0.744162554
MIR323A	NA	NA	NA	NA
MIR323B	NA	NA	NA	NA
MIR324	0.207151745	-0.284989514	-0.166197756	0.215571667
MIR325	-0.428241488	NA	NA	NA
MIR325HG	-0.779182679	-0.75521825	-0.602945286	-0.810117614
MIR326	-0.058812547	NA	0.203941212	-0.203857172
MIR328	NA	NA	NA	NA
MIR329-1	NA	NA	NA	NA
MIR329-2	NA	NA	NA	NA
MIR330	NA	NA	NA	NA
MIR331	-0.783368387	-0.431035227	NA	-0.309209632
MIR335	NA	NA	NA	NA
MIR337	NA	NA	NA	NA
MIR339	NA	-0.418605308	NA	NA
MIR33A	NA	NA	NA	NA
MIR33B	NA	NA	NA	NA
MIR340	-0.783368387	-0.744861406	-0.759630763	-0.791669444
MIR342	-0.467373538	-0.414332318	-0.70391805	-0.42512892
MIR345	NA	NA	NA	NA
MIR346	NA	NA	NA	NA
MIR34A	-0.502696687	NA	NA	-0.771916406
MIR34B	NA	NA	NA	NA
MIR34C	NA	NA	NA	NA
MIR3609	-0.713600593	-0.673541638	NA	NA
MIR361	NA	NA	NA	-0.779741744
MIR3610	NA	NA	NA	NA
MIR3611	NA	-0.593390418	NA	-0.559631803
MIR3612	-0.658491261	-0.63905768	-0.679460804	-0.369012978
MIR3613	NA	NA	NA	-0.580072963
MIR3614	NA	NA	NA	NA
MIR3615	NA	NA	NA	NA
MIR3616	NA	NA	NA	NA
MIR3617	NA	NA	NA	NA
MIR3618	NA	NA	NA	NA
MIR3619	NA	NA	NA	NA
MIR362	NA	NA	NA	NA
MIR3620	NA	NA	NA	NA
MIR3621	NA	NA	NA	NA
MIR3622B	NA	NA	NA	NA
MIR363	-0.353763763	-0.426360773	-0.286239082	0.005881864
MIR3646	-0.089739127	NA	NA	-0.564832997
MIR3648-1	NA	NA	NA	NA
MIR3648-2	NA	NA	NA	NA
MIR3649	NA	NA	NA	NA
MIR3650	NA	NA	NA	NA
MIR3651	NA	-0.653780937	-0.393154065	NA
MIR3652	NA	NA	NA	NA
MIR3653	NA	NA	-0.781334237	NA
MIR3655	NA	NA	NA	NA
MIR3656	NA	NA	NA	NA
MIR3657	NA	NA	NA	NA
MIR3659	NA	NA	NA	NA
MIR365A	NA	NA	NA	NA
MIR365B	NA	NA	NA	NA
MIR3660	0.112729276	-0.514744634	-0.159246799	-0.482656021
MIR3661	NA	NA	NA	NA
MIR3663	NA	NA	-0.726713286	NA
MIR3663HG	-1.619339137	NA	NA	-2.123834849
MIR3664	NA	NA	NA	NA
MIR3665	NA	NA	NA	NA
MIR3666	NA	NA	NA	NA
MIR3667	NA	-0.162562116	NA	-0.599755441
MIR3668	NA	NA	NA	NA
MIR367	0.188171222	-0.506821238	0.403222197	0.333766738
MIR3670-1	NA	NA	NA	NA
MIR3670-2	NA	NA	NA	NA
MIR3670-3	NA	NA	NA	NA
MIR3670-4	NA	NA	NA	NA
MIR3671	0.59258434	0.781037474	0.891037836	0.419817788
MIR3672	NA	NA	NA	NA
MIR3675	NA	NA	NA	NA
MIR3677	NA	NA	NA	NA
MIR3678	NA	NA	NA	NA
MIR3679	0.961192176	0.958517578	0.94366058	0.968188703
MIR3680-1	-0.750029859	NA	-0.647802108	-0.376852295
MIR3680-2	NA	-0.136710323	-0.679460804	NA
MIR3681	NA	NA	NA	NA
MIR3682	0.252783966	1.092955533	1.004095973	0.52914325
MIR3683	-0.651859261	NA	NA	NA
MIR3684	NA	NA	NA	NA
MIR3685	0.064630569	0.32211836	0.693454565	0.521599423
MIR3686	NA	NA	NA	NA
MIR3687-1	NA	NA	NA	NA
MIR3687-2	NA	NA	NA	NA
MIR3688-2	NA	NA	NA	-0.714829414
MIR3689A	NA	NA	NA	NA
MIR3689B	NA	NA	NA	NA
MIR3689C	NA	NA	NA	NA
MIR3689D1	NA	NA	NA	NA
MIR3689D2	NA	NA	NA	NA
MIR3689E	NA	NA	NA	NA
MIR3689F	NA	NA	NA	NA
MIR369	NA	NA	NA	NA
MIR3690	NA	NA	NA	NA
MIR3691	NA	-0.327524839	NA	-0.218129162
MIR3692	-0.115813782	0.036627692	-0.101669387	0.076500234
MIR370	NA	NA	NA	NA
MIR3713	NA	NA	NA	NA
MIR3714	NA	NA	NA	NA
MIR371A	NA	NA	NA	NA
MIR372	NA	NA	NA	NA
MIR373	NA	NA	NA	NA
MIR374A	-0.783368387	NA	NA	NA
MIR374B	1.003413649	1.012653838	1.045953541	0.990492939
MIR375	NA	NA	NA	NA
MIR376A1	NA	NA	NA	NA
MIR376B	NA	NA	NA	NA
MIR376C	NA	NA	NA	NA
MIR377	NA	NA	NA	NA
MIR378A	NA	NA	NA	-0.779741744
MIR378C	NA	NA	NA	NA
MIR378D1	NA	NA	NA	NA
MIR378D2	NA	NA	NA	NA
MIR378E	NA	NA	NA	NA
MIR378F	NA	NA	NA	NA
MIR378G	NA	NA	NA	NA
MIR378H	0.647835369	-0.061367344	0.360314457	0.11806525
MIR378I	NA	NA	NA	NA
MIR378J	NA	NA	NA	NA
MIR379	NA	NA	NA	NA
MIR381	NA	NA	NA	NA
MIR381HG	NA	NA	NA	NA
MIR382	NA	NA	NA	NA
MIR383	NA	NA	NA	NA
MIR3907	NA	NA	NA	NA
MIR3908	NA	NA	NA	NA
MIR3909	NA	NA	NA	-0.821893427
MIR3910-1	NA	NA	NA	NA
MIR3911	NA	NA	NA	NA
MIR3912	NA	NA	NA	NA
MIR3913-2	NA	NA	NA	NA
MIR3914-1	NA	NA	-0.735576746	NA
MIR3915	NA	NA	NA	NA
MIR3916	NA	NA	NA	NA
MIR3917	NA	NA	NA	NA
MIR3918	NA	NA	NA	NA
MIR3919	NA	NA	NA	NA
MIR3920	NA	NA	NA	NA
MIR3921	NA	NA	NA	-0.659942647
MIR3922	NA	-0.598591611	NA	NA
MIR3923	NA	NA	NA	NA
MIR3924	NA	NA	NA	NA
MIR3925	NA	-0.656942376	-0.626432277	-0.617014446
MIR3926-1	-0.281264873	NA	NA	NA
MIR3927	NA	NA	NA	NA
MIR3928	NA	NA	NA	NA
MIR3929	NA	NA	NA	NA
MIR3934	NA	NA	NA	NA
MIR3935	NA	NA	NA	NA
MIR3936	NA	NA	NA	NA
MIR3937	NA	NA	NA	NA
MIR3938	NA	NA	NA	-0.653390935
MIR3939	0.316080285	0.199300583	0.033241587	-0.216707344
MIR3940	-0.74664558	NA	NA	NA
MIR3941	-0.183545572	-0.386119554	NA	0.111468897
MIR3942	-0.756398506	-0.296291044	-0.447681375	NA
MIR3943	NA	NA	NA	NA
MIR3944	-0.843934361	NA	NA	-0.763947476
MIR3945	-0.801736682	NA	NA	NA
MIR3960	NA	NA	NA	NA
MIR3972	NA	NA	NA	NA
MIR3973	NA	NA	NA	NA
MIR3976	NA	NA	NA	NA
MIR3976HG	-1.508187327	NA	NA	NA
MIR3978	-0.476059717	-0.774773024	NA	NA
MIR409	NA	NA	NA	NA
MIR410	NA	NA	NA	NA
MIR411	NA	NA	NA	NA
MIR412	NA	-0.729493043	NA	NA
MIR421	1.056595732	0.936933459	0.902522123	1.000520527
MIR422A	NA	-0.653780937	-0.694184061	NA
MIR423	NA	NA	NA	NA
MIR424	-0.32228767	-0.815774629	NA	NA
MIR425	-0.658491261	NA	NA	NA
MIR4252	NA	NA	NA	NA
MIR4253	NA	NA	NA	NA
MIR4254	NA	NA	NA	NA
MIR4255	NA	NA	NA	NA
MIR4257	NA	-0.161432409	-0.357292246	-0.665022172
MIR4258	-0.040130334	0.625726312	0.52129468	0.232279193
MIR4259	-0.281286065	-0.678633699	0.056373201	-0.386504434
MIR4260	NA	NA	NA	NA
MIR4261	NA	NA	NA	NA
MIR4262	NA	NA	NA	NA
MIR4263	0.236490209	0.559354399	0.61064461	0.387224935
MIR4264	NA	NA	NA	NA
MIR4265	-0.072449451	NA	-0.735576746	-0.384841873
MIR4266	NA	NA	NA	NA
MIR4267	NA	-0.61335228	NA	NA
MIR4268	NA	NA	NA	NA
MIR4269	-0.232146277	-0.598591611	-0.363190842	0.063713946
MIR4270	NA	NA	NA	NA
MIR4271	NA	NA	NA	NA
MIR4273	NA	NA	NA	NA
MIR4274	NA	NA	NA	NA
MIR4276	NA	NA	NA	NA
MIR4277	NA	NA	NA	NA
MIR4279	-0.272908604	NA	0.365535841	0.804298796
MIR4280	NA	NA	NA	NA
MIR4281	NA	NA	NA	NA
MIR4282	NA	-0.295496458	NA	NA
MIR4283-1	NA	NA	NA	NA
MIR4283-2	NA	NA	NA	NA
MIR4284	-0.150335773	-0.608023447	-0.318739896	-0.052771493
MIR4285	NA	NA	NA	NA
MIR4286	NA	NA	NA	NA
MIR4287	NA	NA	NA	NA
MIR4288	NA	NA	NA	NA
MIR4289	NA	NA	NA	NA
MIR429	NA	NA	NA	NA
MIR4290	NA	NA	NA	NA
MIR4291	NA	NA	NA	NA
MIR4292	NA	-0.500387128	NA	NA
MIR4293	NA	-0.566406928	NA	NA
MIR4294	NA	NA	NA	NA
MIR4295	-0.401157269	0.014238685	NA	0.05559327
MIR4296	-0.416221015	NA	NA	-0.675006393
MIR4297	-0.007157609	-0.651265243	NA	NA
MIR4298	NA	NA	NA	NA
MIR4299	-0.576304505	NA	NA	NA
MIR4300	NA	NA	NA	NA
MIR4301	NA	NA	NA	NA
MIR4303	NA	NA	NA	NA
MIR4304	NA	NA	-0.19964455	NA
MIR4305	-0.72757218	-0.708138599	-0.722907956	-0.649153882
MIR4306	-0.035855649	-0.65857982	-0.072965212	-0.021666519
MIR4307	NA	NA	NA	NA
MIR4308	NA	0.47238738	0.419644946	NA
MIR4309	NA	NA	NA	NA
MIR431	NA	NA	NA	NA
MIR4310	NA	NA	NA	NA
MIR4311	NA	NA	NA	NA
MIR4312	-0.352551936	NA	-0.620755144	NA
MIR4313	NA	NA	NA	NA
MIR4314	NA	NA	NA	NA
MIR4316	NA	NA	-0.5911999	NA
MIR4318	NA	NA	NA	NA
MIR4319	-0.199691422	-0.361938202	0.349294197	0.300187948
MIR432	NA	NA	NA	NA
MIR4321	NA	NA	NA	NA
MIR4322	NA	NA	NA	NA
MIR4323	NA	NA	NA	NA
MIR4324	0.199221798	0.10662796	0.118497122	0.130660735
MIR4325	NA	NA	NA	NA
MIR4326	NA	NA	NA	NA
MIR4327	NA	NA	NA	NA
MIR4329	NA	NA	NA	NA
MIR433	NA	NA	NA	NA
MIR4330	NA	NA	NA	NA
MIR4417	NA	NA	NA	NA
MIR4418	NA	NA	NA	NA
MIR4419A	-0.313864738	-0.56080305	-0.299768514	0.316635743
MIR4419B	NA	NA	NA	NA
MIR4420	-0.156763221	-0.305187849	-0.299768514	NA
MIR4421	NA	NA	NA	NA
MIR4422	NA	NA	NA	-0.665424558
MIR4423	NA	NA	NA	NA
MIR4424	NA	NA	NA	NA
MIR4425	NA	-0.694730937	NA	NA
MIR4427	NA	NA	NA	NA
MIR4428	NA	NA	NA	NA
MIR4429	NA	NA	NA	NA
MIR4431	NA	NA	NA	NA
MIR4432	NA	NA	NA	NA
MIR4433B	NA	NA	NA	NA
MIR4435-1	NA	NA	NA	NA
MIR4435-2	NA	NA	NA	NA
MIR4435-2HG	0.299210544	0.545072027	0.496106305	0.703649462
MIR4436A	NA	NA	NA	NA
MIR4436B1	NA	NA	NA	NA
MIR4436B2	NA	NA	NA	NA
MIR4437	NA	NA	NA	NA
MIR4438	NA	-0.341765278	NA	NA
MIR4439	NA	-0.301598419	NA	NA
MIR4440	NA	NA	NA	NA
MIR4441	NA	NA	NA	NA
MIR4442	NA	NA	NA	NA
MIR4443	NA	-0.423814297	NA	NA
MIR4444-1	NA	NA	NA	NA
MIR4444-2	NA	NA	NA	NA
MIR4445	NA	NA	NA	NA
MIR4446	NA	NA	NA	NA
MIR4447	-0.697086801	-0.156232463	-0.381835187	-0.217654316
MIR4448	NA	NA	NA	NA
MIR4449	NA	NA	NA	-0.460097646
MIR4450	NA	NA	NA	NA
MIR4452	NA	NA	-0.5911999	NA
MIR4453	NA	NA	NA	NA
MIR4455	NA	NA	NA	NA
MIR4456	NA	NA	NA	NA
MIR4457	NA	NA	-0.546816697	NA
MIR4458	NA	NA	NA	NA
MIR4458HG	0.277302313	0.381006087	0.379586159	0.018514903
MIR4459	-0.538515944	-0.493856261	NA	0.133079604
MIR4460	NA	NA	NA	NA
MIR4461	NA	NA	NA	NA
MIR4462	NA	NA	NA	NA
MIR4463	NA	NA	NA	-0.271391272
MIR4464	NA	NA	NA	NA
MIR4465	NA	NA	NA	NA
MIR4466	NA	NA	NA	NA
MIR4467	NA	NA	NA	NA
MIR4468	NA	NA	NA	NA
MIR4469	NA	-0.668078742	NA	NA
MIR4470	NA	NA	NA	NA
MIR4471	NA	NA	NA	NA
MIR4472-1	NA	NA	NA	NA
MIR4472-2	NA	NA	NA	NA
MIR4473	-0.769551998	0.010519504	0.266070927	-0.689565113
MIR4474	NA	NA	-0.632036154	-0.274277663
MIR4475	NA	NA	NA	NA
MIR4476	NA	NA	NA	NA
MIR4477A	NA	NA	NA	NA
MIR4477B	NA	NA	NA	NA
MIR4478	NA	NA	NA	NA
MIR4479	NA	NA	NA	NA
MIR448	NA	NA	NA	NA
MIR4480	NA	NA	NA	-0.58178207
MIR4482	0.800003146	0.422701659	-0.267891834	0.914453155
MIR4484	-0.252467444	-0.689529743	NA	-0.559631803
MIR4486	NA	NA	NA	NA
MIR4487	NA	-0.332744515	NA	NA
MIR4488	NA	NA	NA	NA
MIR4489	NA	NA	-0.500674545	NA
MIR4490	NA	-0.623817714	-0.664220837	-0.361612328
MIR4491	NA	NA	NA	NA
MIR4492	NA	NA	NA	NA
MIR4493	NA	NA	NA	NA
MIR4494	NA	NA	NA	NA
MIR4495	-0.538515944	NA	NA	NA
MIR4497	NA	NA	NA	NA
MIR4498	NA	NA	NA	NA
MIR4499	NA	NA	NA	NA
MIR449A	NA	NA	NA	-0.705387858
MIR449B	NA	NA	NA	NA
MIR449C	NA	NA	NA	NA
MIR4500	NA	NA	NA	NA
MIR4500HG	NA	-1.062826088	-1.093528567	NA
MIR4502	-0.646530427	NA	NA	NA
MIR4503	NA	NA	NA	NA
MIR4504	NA	NA	-0.761361299	-0.799424909
MIR4505	NA	-0.562861288	NA	NA
MIR4506	NA	NA	NA	NA
MIR4508	NA	NA	NA	NA
MIR4509-1	NA	NA	NA	NA
MIR4509-2	NA	NA	NA	NA
MIR4509-3	NA	NA	NA	NA
MIR450A1	-0.430779736	NA	-0.194210311	-0.298565107
MIR450A2	NA	-0.815774629	NA	-0.7758467
MIR450B	NA	-0.74875645	NA	-0.779741744
MIR4511	NA	NA	NA	NA
MIR4512	0.31907878	0.464997921	0.515888253	0.0288586
MIR4513	-0.67254386	NA	NA	NA
MIR4514	NA	NA	NA	NA
MIR4515	NA	NA	NA	NA
MIR4516	NA	NA	NA	-0.575052162
MIR4517	NA	NA	NA	NA
MIR4518	NA	NA	NA	NA
MIR4519	NA	NA	NA	NA
MIR451B	NA	NA	NA	NA
MIR452	NA	NA	NA	NA
MIR4520-1	NA	NA	-0.585039591	NA
MIR4522	NA	NA	NA	NA
MIR4523	NA	NA	NA	NA
