gene	IWP	HED	HER	CD184
PDE8A	1.217936684	1.294011589	1.504371084	2.534843385
PDE8B	1.020381813	1.297383443	1.524695464	-1.220973955
PDE9A	1.808240046	1.565802634	1.779129935	1.4740507
PDF	-6.266158245	-5.99961562	NA	NA
PDGFA	2.259160497	3.509450017	3.315343537	4.497930637
PDGFB	2.131259909	1.62379848	1.435296563	4.110726608
PDGFC	0.715427689	2.060987507	2.130360625	-0.878299591
PDGFD	2.849226852	2.718216372	2.837778868	4.252269572
PDGFRA	2.322896664	1.518084352	1.03013917	0.999635044
PDGFRB	-0.451528809	-1.409991098	-1.631053138	-0.71834041
PDGFRL	-0.869655974	0.469025066	0.817774507	0.825075249
PDHA1	5.651524127	5.842435907	5.784710069	5.446618526
PDHA2	NA	NA	-6.281830046	-5.952404512
PDHB	5.795657179	5.908310283	5.738625214	5.359902604
PDHX	3.805441822	3.880653706	3.873264536	3.977020746
PDIA2	-6.005985298	NA	NA	NA
PDIA3	6.627621767	5.822852898	5.701108376	7.198987158
PDIA4	6.463699079	5.966612198	5.890603389	6.561904088
PDIA5	3.951113879	2.865097553	3.019201889	4.502839807
PDIA6	7.956941314	7.474353316	7.39891227	7.995705106
PDIK1L	1.823206474	1.617229353	1.693435994	1.513376575
PDILT	NA	NA	NA	NA
PDK1	0.984198724	1.821145408	1.87885417	1.29809218
PDK2	2.724778391	1.998054183	2.067448455	2.213665263
PDK3	1.288702893	1.747486343	1.884674094	2.184097062
PDK4	0.237426177	-1.270083449	-2.06807053	1.401409624
PDLIM1	6.761724372	5.785392529	5.992720463	5.765157487
PDLIM2	0.897722191	0.585830611	0.438514039	1.220676045
PDLIM3	-0.641557848	-0.935611955	-1.613328864	0.610158916
PDLIM4	0.199158212	-1.164742353	-0.798172633	0.839797667
PDLIM5	3.639083052	3.743525217	3.618432132	4.717984154
PDLIM7	3.823420626	2.85395048	2.92051226	3.793187872
PDP1	1.963720499	1.861099777	1.649547581	3.473325105
PDP2	0.925706174	0.204653779	-0.065177031	0.333812469
PDPK1	0.213077185	-0.499292503	-0.383995581	0.283838118
PDPN	0.33647074	0.122094608	-0.675917212	-0.369527065
PDPR	2.488103799	2.152566247	2.237594503	2.691895074
PDRG1	5.261361172	5.370103332	5.355530837	5.149262723
PDS5A	2.919309199	3.035703008	3.12269919	3.149156015
PDS5B	3.77809653	3.993393814	4.006674125	3.802718186
PDSS1	0.293649447	1.086400352	1.193996453	0.239026289
PDSS2	2.78507184	3.381777362	3.239720804	3.080278698
PDX1	NA	NA	NA	NA
PDXDC1	0.657515182	-0.231354218	-0.436781227	0.655862895
PDXK	0.989509253	0.483735863	0.35063363	1.221754561
PDXP	-4.737096849	-5.697226168	-6.756351727	-5.714867687
PDYN	-5.410969916	-4.440049236	-5.547500715	NA
PDZD11	5.768463217	6.21592063	6.08212942	5.938223235
PDZD2	0.617089541	0.768598841	0.817774187	2.457007301
PDZD3	-3.609948617	-6.493970574	-6.048917163	-4.101705025
PDZD4	-2.682562756	-5.370827979	-4.173609408	-4.015457658
PDZD7	-4.436341702	-5.388951674	-5.404927601	-3.610105916
PDZD8	0.59391522	0.670728725	0.719397446	0.400116056
PDZD9	-4.0542743	-2.598494428	-2.059745414	-2.460060604
PDZK1	2.763847414	-1.602989927	-1.813563555	0.209467153
PDZK1IP1	0.724757077	-0.103103848	0.184609915	-2.774810544
PDZRN3	-1.286144611	-1.611220206	-1.575673039	-1.899226217
PDZRN4	-3.32009543	-3.364908777	-4.03424518	-2.047518924
PEA15	6.336494138	5.859689979	5.44246764	7.629768008
PEAK1	2.302675123	1.890848053	1.784560646	2.691340822
PEAR1	2.167034112	1.338206127	1.291129677	2.605793861
PEBP1	7.067053454	7.002183161	7.019497507	6.68683435
PEBP4	-3.966655192	-4.198321472	-3.104034005	NA
PECAM1	7.473563175	7.027945305	7.145145831	8.220257724
PECR	2.031518168	1.959952115	1.942067482	1.530957219
PEF1	5.526122364	5.580122973	5.670932253	5.41516311
PEG10	2.900808521	1.626152968	1.336718911	3.041120391
PEG3	NA	-9.001794213	NA	NA
PELI1	3.070011582	3.01615191	2.99186754	3.641236652
PELI2	3.000237717	3.238254467	3.443446363	2.469266882
PELI3	-3.203973272	-3.833480035	-2.344893269	-3.504424515
PELO	3.62846172	3.212182664	2.955007528	4.030013731
PELP1	1.055109481	0.646278037	0.790156167	1.129732937
PEMT	3.783731488	3.706903552	3.788247958	3.792794647
PENK	-3.683760395	-3.621513438	-3.971118932	-3.777775121
PEPD	4.73878824	3.681007065	3.844287637	4.866159404
PER1	-0.412340343	0.682096649	0.929224166	1.498524733
PER2	1.898021821	3.371669277	3.389462068	3.048783317
PER3	-1.937973399	-1.461033026	-0.947506448	-1.753085288
PERM1	-7.66338083	-7.333439374	NA	NA
PERP	2.529081831	2.323875724	2.44546386	3.20545028
PES1	4.806413391	4.079491709	4.237340284	4.708109127
PET100	2.572693642	1.999475625	1.873591911	2.006377666
PET117	2.049080542	1.007579454	0.929957717	0.854397759
PEX1	1.982524084	1.586436519	1.650187044	1.55391585
PEX10	-2.105393442	-3.679703265	-2.634534843	-1.925314266
PEX11A	1.88747639	2.356461391	2.005646772	1.593023663
PEX11B	4.96723333	5.129762724	5.014521226	4.844834686
PEX11G	-0.803415415	-0.404305541	-0.675738816	0.254102564
PEX12	2.058391779	1.428935782	1.466388194	1.191642465
PEX13	2.684750102	2.174038508	2.302110071	2.53683734
PEX14	1.050333632	1.309401647	1.408765696	1.223150193
PEX16	1.418779899	0.76833163	0.772163394	1.497638846
PEX19	4.729231366	4.857170942	4.819056433	4.324734259
PEX2	2.60820576	3.055439607	2.992324406	2.011690863
PEX26	-0.550476035	-0.630485663	-0.529687089	-0.461974241
PEX3	4.236329394	4.760423473	4.701223084	3.980492363
PEX5	1.222881132	0.725599872	0.664641937	1.352736116
PEX5L	-4.341327755	-2.012308066	-2.352195508	-1.634796939
PEX6	1.609068615	1.423702497	1.642718083	1.378379618
PEX7	-0.06905331	0.029911753	0.057069133	-0.647149887
PF4	3.796964163	4.290200711	4.271358453	0.004097256
PF4V1	-4.030822282	-2.341149369	-3.688221502	-4.868177319
PFAS	2.395145098	2.639579178	2.903502382	2.067186174
PFDN1	5.901587873	6.42734072	6.316961639	6.105646907
PFDN2	6.459285774	6.054666728	6.089394138	6.501628752
PFDN4	5.368872674	5.502642783	5.380452661	4.688187343
PFDN5	6.814026481	7.329698053	7.236685171	6.803967763
PFDN6	-1.183140603	-0.393618029	-1.121942907	-1.46388381
PFKFB1	-2.051196642	-2.271806599	-2.519315244	-2.678427587
PFKFB2	0.919146721	0.946743919	0.941471258	0.631972661
PFKFB3	1.201438581	0.189873576	0.029892385	1.754185957
PFKFB4	2.51361789	2.382016248	2.508814965	3.395253215
PFKL	2.59667482	1.126297909	1.461028434	3.500896888
PFKM	4.492801188	4.803174416	4.869970593	4.736959855
PFKP	3.998895729	2.887565247	2.915031281	4.407541817
PFN1	7.973459878	6.790013506	6.907032656	8.414852757
PFN2	5.533132537	6.191576454	6.171458603	5.542329118
PFN3	NA	NA	NA	NA
PFN4	-0.105972661	0.061566393	-0.418725163	-0.735856475
PGA3	-5.698919916	-5.843518966	-8.072957147	NA
PGA4	NA	NA	NA	NA
PGA5	-2.192857287	-2.961235018	-3.207235924	-2.626314986
PGAM1	3.077311304	2.918692886	2.891404517	2.945869727
PGAM2	NA	NA	NA	NA
PGAM4	-3.16984574	-5.40151202	-4.295371192	-3.819701426
PGAM5	1.357493707	1.739164296	1.809394523	0.782178894
PGAP1	1.352875345	1.621136585	1.885895869	1.253217731
PGAP2	3.572588081	4.168499896	4.18053912	3.641026872
PGAP3	2.643384398	2.46666446	2.395728557	2.972341005
PGBD1	3.183892194	3.466852663	3.331385757	3.02065584
PGBD2	2.874200609	2.762166599	2.645785701	2.263300237
PGBD4	0.000728433	0.158504178	0.136741422	-0.100512892
PGBD5	-3.803559646	-4.481683802	-4.273703692	-4.00908971
PGC	-6.806608744	NA	NA	NA
PGD	6.798670569	7.061896995	7.078065147	6.317768209
PGF	-1.880371156	-3.311889039	-3.599790492	-0.825645832
PGGT1B	2.780870588	3.352199638	3.32082828	2.996801913
PGK1	6.842179097	7.796164392	7.737095904	7.145415859
PGK2	NA	NA	-5.94341958	NA
PGLS	2.233307798	1.849156943	1.967476316	2.862770402
PGLYRP1	-1.710267612	-3.088871104	-1.701866385	-3.732238585
PGLYRP2	NA	NA	NA	NA
PGLYRP3	-0.710790313	-1.457571094	-0.709767285	NA
PGLYRP4	0.232311274	0.211733575	0.312953553	-4.496603835
PGM1	3.787981142	3.809668539	3.873572666	4.068743067
PGM2	4.143047725	4.32645567	4.358582699	3.965417359
PGM2L1	2.592634253	2.582378443	2.548058808	3.568823271
PGM3	4.22234224	4.128001201	3.874054731	4.16300834
PGM5	-3.650234862	-3.567840917	-6.193062917	-4.212045639
PGP	0.615158477	0.595494793	0.518266325	0.612556327
PGPEP1	1.871322953	1.932681031	1.70591602	2.462544856
PGPEP1L	-6.543965663	-3.259917968	-3.772213552	-3.94513028
PGR	NA	-6.13121698	-6.315587243	-4.5740471
PGRMC1	5.577178721	5.408277478	5.619844806	6.107240783
PGRMC2	2.521806178	2.935212234	2.943786684	2.58398203
PGS1	3.710336988	2.998208255	3.075697648	4.161938962
PHACTR1	2.1782071	2.87420177	2.932628517	3.856983062
PHACTR2	4.299327435	4.751775022	4.834621609	5.075747186
PHACTR3	-5.885588614	-5.239000288	-5.645684443	-7.413681828
PHACTR4	3.60357235	3.895357421	3.8466806	3.751060125
PHAX	4.644182047	4.761762069	4.656073371	4.202842191
PHB	5.569162751	5.698366567	5.628285433	5.438123877
PHB2	5.476371404	5.402689933	5.431437983	5.300760957
PHC1	-0.400701682	-0.668397168	-0.411875782	-0.209003745
PHC2	2.549499546	2.677272025	2.805703663	3.245895871
PHC3	0.998626397	1.301001788	1.229882819	1.331216073
PHEX	-3.784046725	-3.238219314	-4.240625836	-2.086486297
PHF1	-1.775279902	-2.373411718	-2.742052354	-1.662964719
PHF10	1.259043797	1.87512648	2.054018145	2.395864055
PHF11	1.230024133	1.294447831	1.156397425	1.893606204
PHF12	1.503366428	0.666614846	0.729359759	0.837158876
PHF13	1.213165642	0.251706639	0.281613109	0.480865656
PHF14	2.784505834	3.035117229	3.08905077	2.648740525
PHF19	1.730912046	2.007726959	1.858527155	1.755734314
PHF2	-0.261689878	-0.574922114	-0.317062564	0.239876839
PHF20	4.703481011	5.06514398	5.110223409	4.493696774
PHF20L1	0.927582352	1.23331894	1.301991201	1.49107271
PHF21A	2.581944636	2.671255428	2.753654131	2.777319342
PHF21B	-2.595636018	-2.385113999	-1.99989733	-2.402641823
PHF23	3.836661781	3.503784048	3.413868008	3.162187642
PHF24	-0.943822904	-3.225240561	-4.209857769	-2.100771967
PHF3	3.150616119	3.195326963	3.204234621	2.922995037
PHF5A	4.416418639	4.526049124	4.642677374	4.051842181
PHF6	4.238975865	4.169141634	4.338009335	3.960537513
PHF7	-0.12605081	-0.200737279	-0.405558639	0.042700969
PHF8	1.644204449	1.275964241	1.44748663	2.044318857
PHGDH	5.664798583	6.422484422	6.625480851	6.540614256
PHGR1	NA	NA	NA	NA
PHIP	3.778025879	3.726748589	3.72682035	3.605463071
PHKA1	-0.72227072	-0.439231251	-0.083750136	-0.210532048
PHKA2	0.58366888	0.302694393	0.576197419	0.559375144
PHKB	4.135058723	3.545687757	3.515614	4.126559963
PHKG1	-1.857135537	-1.372309778	-1.743049262	-0.611816689
PHKG2	2.246347666	2.32121713	2.42412023	2.069252184
PHLDA1	3.082409387	4.415324635	4.149869419	4.436134403
PHLDA2	NA	NA	-5.673392329	-3.739628245
PHLDA3	-0.72725961	-2.060920077	-1.464586208	-1.434889865
PHLDB1	-0.324911934	-0.927658759	-1.152811599	0.438890823
PHLDB2	2.646200937	1.421929603	0.754228388	3.068095556
PHLDB3	-1.614218195	-3.363391994	-3.086602027	-2.661667271
PHLPP1	1.0346781	1.337127837	1.355020977	1.663923041
PHLPP2	-0.529277832	-0.848879816	-0.866214552	-0.595236518
PHOSPHO1	-2.777054698	-4.487791174	-4.325984335	-3.399056714
PHOSPHO2	1.003193928	1.88364644	1.978434271	2.027918172
PHOX2A	NA	NA	-5.461215405	NA
PHOX2B	NA	NA	-7.245422551	-5.849633426
PHPT1	6.68634537	6.825559224	6.609069385	6.360821972
PHRF1	-4.345293398	-5.179373493	-5.033935077	-3.917213862
PHTF1	2.468719087	2.905116664	2.716081172	3.11335583
PHTF2	1.392713753	2.043840308	1.930104874	1.480363519
PHYH	4.072728261	4.748220132	4.484558624	3.729094548
PHYHD1	3.044510275	3.221722449	3.058760353	1.981111303
PHYHIP	-4.532646323	-5.325901893	NA	-6.136856617
PHYHIPL	-5.621119654	-2.740484335	-3.682741302	-0.592314756
PHYKPL	2.299353948	1.849288819	1.866330805	2.725330461
PI15	-6.740680811	-4.163784601	-4.609041008	-5.272847065
PI16	2.513034035	1.139485776	1.80114253	-1.206776516
PI3	NA	-4.764399897	-3.823525456	-3.283452457
PI4K2A	2.38591803	2.47102426	2.467568947	2.364604235
PI4K2B	-0.07818263	0.708543488	0.501982819	0.420620542
PI4KA	1.559156202	0.973870279	1.11483124	1.898706621
PI4KB	3.19158272	2.535367365	2.632213682	3.353868496
PIANP	-3.868870439	-4.004043449	-3.363480803	-3.99359674
PIAS1	4.591826364	5.129202048	5.120819079	4.855237155
PIAS2	0.798096597	1.449747189	1.537398755	1.12944435
PIAS3	3.250110971	2.8754181	2.861387951	3.526881385
PIAS4	0.70228209	-0.081623955	0.074774645	0.856338019
PIBF1	3.656283759	4.250943346	4.218279916	3.659840282
PICALM	3.919622658	4.201816634	3.955358539	4.894333433
PICK1	-0.736024196	-0.879330905	-0.902120215	-0.265138642
PID1	-1.56294739	-2.127604355	-7.367059938	-1.002859681
PIDD1	-1.911300267	-2.796873086	-2.727373025	-1.782351093
PIEZO1	0.532495041	-0.191179118	-0.217470883	1.075809281
PIEZO2	-2.440056309	-1.172471007	-1.359662532	1.881247761
PIF1	0.679077002	0.509477829	0.226441009	-0.13456059
PIFO	0.083718426	0.458992446	0.088623782	0.393862824
PIGA	2.795179452	3.436414371	3.428298357	3.029346261
PIGB	2.599083167	2.973606457	2.952487197	2.514304689
PIGBOS1	4.041993075	4.679856377	4.427642824	3.640843048
PIGC	3.694965038	4.160122346	4.094833505	3.396554768
PIGF	2.497872535	3.132698599	3.188251997	2.356066836
PIGG	2.240443657	1.62827774	1.748037991	2.747347045
PIGH	2.724226751	2.8431972	2.909188283	2.96437174
PIGK	3.730642218	4.306033755	4.261374296	3.690216605
PIGL	2.257139426	2.609531715	2.732646357	2.09930298
PIGM	3.412144405	3.517885126	3.54212985	3.485752153
PIGN	3.613976181	3.399689723	3.411896153	3.470127633
PIGO	2.868663838	2.769693378	2.883965743	3.090457137
PIGP	1.062612548	1.33233814	1.284494324	0.283931349
PIGQ	-0.626701398	-1.170814113	-1.43762656	0.137197941
PIGR	-5.665705531	-7.624542044	NA	-7.935668345
PIGS	3.958960979	3.682286934	3.750910805	4.395804387
PIGT	6.908964047	7.464917713	7.359223234	7.061334971
PIGU	4.317277179	4.897222182	4.914275104	4.320034565
PIGV	2.399928348	2.54099259	2.505840306	2.262559697
PIGW	NA	NA	NA	NA
PIGX	0.805936411	1.37310531	1.351032349	0.633389444
PIGY	NA	NA	NA	NA
PIGZ	-1.430601048	-1.0694674	-1.182354333	0.077916522
PIH1D1	4.975982519	4.769659948	4.808980884	4.617065752
PIH1D2	-0.487835859	0.440185001	0.39597374	-0.907156574
PIK3AP1	-2.692258481	0.599289565	0.708638241	-2.199689705
PIK3C2A	4.297017793	3.839960381	3.791984587	3.96597747
PIK3C2B	2.482211916	2.931451543	3.128585729	3.264066065
PIK3C2G	-5.888019458	-4.544654946	-6.190605028	-6.643624387
PIK3C3	2.391266317	2.779519831	2.788592883	2.586479585
PIK3CA	1.408478191	1.731988343	1.762239613	2.118607247
PIK3CB	1.623159657	0.553636826	0.76065842	0.936498502
PIK3CD	-0.486787727	-0.723881429	-0.546245258	-0.229458977
PIK3CG	0.51598633	-1.465716674	-1.167158887	2.06669078
PIK3IP1	1.056383768	0.926748144	1.106028122	1.566361272
PIK3R1	0.847862806	0.562595876	0.570045124	1.13922292
PIK3R2	-1.270359322	-0.884059951	-0.881317279	-1.606811565
PIK3R3	3.329160085	3.434300382	3.531218092	3.686664065
PIK3R4	3.626443012	2.675506333	2.684328733	3.247767071
PIK3R5	-1.753807933	-1.751335536	-1.745689608	-1.859515108
PIK3R6	-2.161365781	-4.033906319	-2.105024251	-1.473968232
PIKFYVE	2.188656675	2.164588531	2.275887326	2.317084633
PILRA	-0.440895503	0.170610975	0.370051186	-0.057002281
PILRB	-0.140021654	-0.780419316	-0.516384971	0.518074771
PIM1	0.154005125	2.356649619	2.092408088	2.174783701
PIM2	1.911838313	2.344626621	2.506681896	1.564073715
PIM3	1.442783276	1.285299516	1.589766455	1.973799433
PIN1	3.434498451	2.435600888	2.540993262	3.478441873
PIN4	3.380706109	3.197261974	3.149837975	2.768999911
PINK1	-1.821122158	-2.003465207	-2.200963437	-1.239813683
PINLYP	0.165432305	0.880106933	0.933167077	-0.593758696
PINX1	3.324400273	3.05020694	3.018890157	2.527462789
PIP	NA	NA	NA	-3.417907759
PIP4K2A	7.386578948	8.402327168	8.237271525	7.315764696
PIP4K2B	-1.491401711	-2.541235514	-2.645758051	-0.969162422
PIP4K2C	3.251761313	1.904989548	2.272792938	2.564013919
PIP5K1A	2.86493853	2.799258262	2.262585426	3.117016799
PIP5K1B	-2.281478492	-5.270865907	-5.61865891	-3.259002704
PIP5K1C	0.085526419	-0.125868745	0.073904634	0.276856511
PIP5KL1	-4.312330746	-3.495475945	-3.704965598	-3.186399933
PIPOX	-0.147471501	-0.271993568	-0.212844616	-0.662756476
PIR	3.103122333	3.949447723	3.770630808	3.124964034
PIRT	-6.286019811	-6.424720303	-5.60683286	-5.325628776
PISD	4.543675066	4.429170658	4.4235516	4.460021508
PITHD1	2.133234286	2.283981264	2.402152278	2.299298551
PITPNA	3.227942513	3.470234165	3.553580636	3.569715761
PITPNB	5.664186253	6.076447587	6.016766035	5.678914129
PITPNC1	-1.222615773	-0.533364959	-0.589709169	0.227125926
PITPNM1	-3.491097058	-4.549495332	-5.165583831	-3.20458844
PITPNM2	-1.810534655	-2.199394754	-2.401181504	-1.332113837
PITPNM3	-4.703005284	-5.246937718	-4.812472136	-3.576059228
PITRM1	2.896679051	2.699896959	2.661030317	3.181133042
PITX1	-2.821835656	-2.7097658	-3.581769616	-2.676611931
PITX2	3.108602015	1.737194751	0.314384405	2.693413469
PITX3	NA	NA	NA	NA
PIWIL1	-8.288236058	-5.979540957	-6.441675219	-4.920323806
PIWIL2	-1.846495913	-0.547501347	-0.402702798	-2.112110907
PIWIL3	NA	-7.484894612	-5.95905767	NA
PIWIL4	-3.407176398	-2.521957319	-2.725826436	-2.690397959
PJA1	3.583341371	2.942368926	2.766143391	3.102980044
PJA2	5.658066216	5.237501437	5.192326653	5.882650537
PKD1	-2.506270949	-2.920373951	-2.694688028	-2.122512655
PKD1L1	-0.649810868	-1.199947643	-1.658435526	1.327353497
PKD1L3	-3.02085315	-1.737822784	-2.194593909	-0.999407947
PKD2	2.099291466	2.211631335	2.286950284	2.325132487
PKD2L1	-6.40457391	-7.173643746	NA	-6.210590403
PKD2L2	-3.129664157	-1.669750961	-1.865845725	-1.958860467
PKDCC	0.767081152	-1.254626291	-1.183407167	-0.344158802
PKDREJ	-5.800033143	-7.146564175	NA	-6.055499084
PKHD1	-3.339698543	-7.494997251	-5.357823758	-5.826465097
PKHD1L1	-4.888635626	-7.877628457	-6.114514813	-7.189443709
PKIA	0.427030497	0.502506221	0.190433099	0.458448652
PKIB	3.519212852	4.36615653	4.382197974	1.993086811
PKIG	5.66922347	5.88147047	5.854792995	6.47010208
PKLR	-5.709669401	-4.883394403	NA	-7.194520704
PKM	7.912382935	8.4328594	8.424044077	8.335433594
PKMYT1	-2.692548397	-3.953339949	-4.262942605	-3.689700705
PKN1	1.690605885	1.489291613	1.523070517	2.119689065
PKN2	4.073852063	4.025796354	3.98041051	4.517704756
PKN3	1.15581322	0.960399695	1.163663998	0.967480985
PKNOX1	2.625007268	2.764701469	2.813197372	2.696371455
PKNOX2	-2.653908876	-2.142520702	-2.663497744	-2.104066372
PKP1	-7.104386059	-6.60761974	-7.374645258	-8.440881175
PKP2	1.313949263	0.294055816	-0.027734476	0.875618062
PKP3	-3.442523481	-7.415984727	-5.959113643	-4.510908194
PKP4	2.489396514	2.611239467	2.808960893	2.770029139
PLA1A	-1.148768128	-4.016244355	-4.212135691	-1.720406963
PLA2G10	-4.479541331	NA	NA	-5.920077905
PLA2G12A	0.979217531	1.409536981	1.617733061	1.503220856
PLA2G12B	3.258222523	-1.925608624	-4.21182529	0.251904172
PLA2G15	3.292625986	3.269643164	3.103795237	4.045833368
PLA2G1B	-5.239326457	-3.909385002	-4.028670191	-5.157683936
PLA2G2A	2.40942104	3.310354308	0.240191007	1.382471699
PLA2G2C	-6.096991192	-5.631558204	-5.759649621	-5.316294727
PLA2G2D	-5.743975523	NA	-7.039653451	NA
PLA2G2E	NA	NA	NA	NA
PLA2G2F	NA	NA	NA	-7.493116295
PLA2G3	-0.647746602	-0.725761644	0.15556969	-0.721770274
PLA2G4A	1.428513164	2.770191449	3.041485299	1.830804434
PLA2G4B	NA	-7.940488315	NA	-6.72790614
PLA2G4C	2.428711815	0.844433599	0.777089826	1.093691985
PLA2G4D	-6.682411194	-8.149187257	NA	-8.167262497
PLA2G4E	-7.429460747	-8.099519291	-6.576748331	-5.937600397
PLA2G4F	-4.921459003	-8.104447896	NA	-6.109126067
PLA2G5	-0.051086614	0.107443441	-1.807564736	-0.620804213
PLA2G6	-1.161974529	-1.959654688	-1.598791379	-1.544054048
PLA2G7	0.302209279	-2.588657757	-2.969029169	-3.162223935
PLA2R1	-2.709602658	-3.488187644	-5.35911714	-3.2899155
PLAA	3.731683536	3.105110047	3.305567278	3.840729015
PLAC1	0.553650759	1.691297859	1.40970601	0.534189138
PLAC8	-1.023887074	-0.428756655	-0.293951441	-1.294847859
PLAC8L1	-0.002114448	1.155491937	0.868932879	0.689188039
PLAC9	-2.75876606	-3.593525689	-2.691213055	-0.775485402
PLAG1	2.308566784	2.657787463	2.778751164	2.862616236
PLAGL1	4.218338803	5.489797871	5.467457873	5.989911426
PLAGL2	2.73357157	2.350794379	2.457336987	2.649627834
PLAT	2.246686435	1.816190558	0.833293861	2.013012384
PLAU	3.661938268	3.375660357	3.161381022	4.690478691
PLAUR	2.580084121	3.304384377	3.239186212	2.995061375
PLB1	-2.005739959	-1.177121471	-1.182686042	-1.262591253
PLBD1	0.924976787	1.773203155	1.874075906	2.296324241
PLBD2	2.636204574	2.557385867	2.669600817	2.914868146
PLCB1	0.687748828	1.15836026	1.225997866	-0.115800594
PLCB2	2.070790883	1.316685891	1.793316374	1.2879015
PLCB3	0.67741263	0.561425024	0.489815415	-0.483577318
PLCB4	2.954601431	2.781024239	2.897786165	2.435519115
PLCD1	2.711530082	1.072559339	0.986366516	2.203946226
PLCD3	-1.790522238	-2.065756476	-2.018384729	-1.737680924
PLCD4	-1.536409323	-1.324024996	-0.8198844	-0.515603216
PLCE1	0.1004991	0.016970861	0.206788817	-0.863481298
PLCG1	3.725451048	3.168543227	2.777633864	3.945841796
PLCG2	-0.367955165	0.619869814	0.771815153	1.87194834
PLCH1	0.700217179	1.078451397	1.0882075	-0.874252757
PLCH2	NA	NA	NA	NA
PLCL1	-0.785614439	-1.367159355	-1.531029632	0.960592962
PLCL2	1.136363423	0.996434634	1.144059576	0.902088105
PLCXD1	NA	NA	NA	NA
PLCXD2	-1.18822013	-2.47618421	-2.286919211	-1.859762366
PLCXD3	-5.423253977	-5.655902656	-5.599650367	-6.636777164
PLCZ1	-7.54912071	-5.691040617	NA	NA
PLD1	1.059183951	1.252496425	0.496430332	3.517112888
PLD2	3.95405088	3.322063975	3.419558235	3.818781966
PLD3	4.356820671	3.592053472	3.701582411	4.917835893
PLD4	-4.858651777	-5.183636037	-5.630132215	-6.366168321
PLD5	-6.780091715	NA	NA	-7.080176854
PLD6	-2.328244243	-1.347976435	-1.276232716	-1.826851566
PLEC	-0.829176333	-1.678938079	-1.687715138	-0.237537633
PLEK	1.728200545	3.704013489	4.050938337	-2.393103292
PLEK2	-0.570520653	-3.729838677	-3.375679163	0.362548651
PLEKHA1	0.690033242	0.51369169	0.377069062	2.127259994
PLEKHA2	-0.796312956	-0.199566277	-0.726414813	-0.822907916
PLEKHA3	0.457260237	0.910662299	1.012153889	0.767594906
PLEKHA4	-0.938065792	-0.845886705	-0.555822128	-1.680671471
PLEKHA5	2.043937054	2.049495828	2.082317763	1.314454324
PLEKHA6	0.368094145	-1.156271215	-0.585450938	-2.410108613
PLEKHA7	-1.132177148	-4.37252273	-3.919017234	-4.678209062
PLEKHA8	1.565764449	1.178858929	1.274880609	1.806357911
PLEKHB1	0.617555377	0.791550169	0.869474835	1.290191357
PLEKHB2	5.007707967	4.64488277	4.652238776	5.13052849
PLEKHD1	-6.626315392	-6.94799422	-5.712292215	-4.914817713
PLEKHF1	-4.620274615	-5.210751586	-6.104610759	-5.614170448
PLEKHF2	1.745499856	1.577310071	1.702438526	1.966492986
PLEKHG1	3.475169696	3.352241247	3.3826448	4.697775103
PLEKHG2	0.943982628	1.223009029	1.364074185	2.236707031
PLEKHG3	-0.495246102	-0.163166837	-0.293960106	-0.552859225
PLEKHG4	-1.718709505	-1.874802295	-1.908576409	-2.293859098
PLEKHG4B	-2.543770035	-2.528449398	-2.111676482	-3.408794934
PLEKHG5	-1.171708754	-1.981256941	-1.958043414	-0.717927627
PLEKHG6	-1.753686869	-2.752429014	-3.41839049	-2.58815129
PLEKHG7	-5.080710358	-4.650330701	-3.49439053	-3.134010365
PLEKHH1	-0.873490219	-0.913967332	-0.271330734	-0.914385435
PLEKHH2	-0.886232367	-1.093915605	-1.140071646	-1.862876418
PLEKHH3	-2.242970495	-2.495527936	-2.294371055	-2.300194026
PLEKHJ1	3.847624983	2.795967913	2.812819933	3.390351906
PLEKHM1	-3.839891244	-4.257800898	-4.423179848	-3.315594479
PLEKHM2	1.13495139	0.171971716	0.418065026	1.738668997
PLEKHM3	0.094677913	-0.897958203	-0.378127206	0.041339388
PLEKHN1	-6.417821168	-6.136357354	NA	NA
PLEKHO1	1.438358021	0.935599182	1.003579479	1.530091874
PLEKHO2	3.37029374	2.295069797	2.505139507	3.418146861
PLEKHS1	-5.615204056	-5.95949465	-5.347741415	-6.109299608
PLET1	-4.222806582	-2.361873506	-3.354277536	-2.476034026
PLG	-0.865054557	-7.16848573	-5.968510561	-2.053719228
PLGLB1	-7.74158368	-6.475041055	-5.79976395	-4.846450602
PLGLB2	NA	NA	NA	-5.118139816
PLGRKT	2.973530879	3.802932481	3.666516067	3.288136074
PLIN1	-5.272907578	-3.6781428	-3.797286515	-6.116259228
PLIN2	5.843351089	6.210276108	5.984449137	5.669126021
PLIN3	5.685449311	4.904607347	4.915910162	5.324374315
PLIN4	-3.243540152	-2.776704537	-2.772895077	-2.436604105
PLIN5	-2.748302637	-2.991003834	-2.285516919	-2.578700033
PLK1	4.262598722	3.454641424	3.334884169	2.779474064
PLK2	6.614812298	6.464818395	6.467174839	7.883374126
PLK3	0.066810248	0.779923526	0.858481973	1.341370154
PLK4	3.199914298	3.324447508	3.153888836	2.166626479
PLK5	-6.203201891	NA	-5.85598497	NA
PLLP	-0.345517452	-0.475335952	-0.734526488	0.697187753
PLN	-0.200866625	-1.80355398	-2.090078655	-2.346990389
PLOD1	5.174575094	4.889556497	4.789313256	6.242562151
